ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
Q6NVU6:Q9HB20,0.08026764062075659,0.667,Q6NVU6,Q9HB20,0.21,0.226,0.29,50.93,25.628,0.37,0.0,0,28.901,12.0,56.92,55.991,57.849,0.204,0.221,0.187,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P55769:Q9Y333,0.056403890915734514,0.636,P55769,Q9Y333,0.1,0.188,0.54,73.25,16.652,0.22,0.0,0,26.319,12.0,68.084,68.342,67.825,0.16,0.161,0.159,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P56747:Q9BWQ8,0.16831875977078112,0.73,P56747,Q9BWQ8,0.27,0.312,0.48,65.25,20.943,0.43,0.0,0,25.564,12.0,74.126,76.026,72.226,0.257,0.251,0.264,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
P57054:Q99697,0.08623136585040635,0.667,P57054,Q99697,0.11,0.136,0.24,57.75,28.015,0.52,0.0,0,30.716,12.0,80.055,67.501,92.609,0.133,0.144,0.123,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P56750:Q9Y2D2,0.14550635091430583,0.714,P56750,Q9Y2D2,0.23,0.292,0.54,71.43,17.917,0.33,0.0,0,25.652,12.0,78.86,81.514,76.208,0.192,0.181,0.203,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P56856:Q86YD5,0.08224155784520588,0.667,P56856,Q86YD5,0.16,0.204,0.38,53.09,26.436,0.44,0.0,0,29.214,12.0,61.67,70.995,52.345,0.159,0.165,0.152,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P59538:Q86Y79,0.14255187068753125,0.714,P59538,Q86Y79,0.37,0.418,0.61,76.93,14.616,0.45,0.115,2341,21.521,10.617,64.635,60.197,69.073,0.405,0.383,0.427,0.021,0,-1,non-interacting pairs,not found in same PDB complex,False
P60484:Q86X19,0.16067126483386335,0.73,P60484,Q86X19,0.17,0.248,0.56,72.97,19.959,0.32,0.0,0,27.951,12.0,67.065,82.71,51.42,0.133,0.132,0.135,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P60763:Q15532,0.15857214665366504,0.73,P60763,Q15532,0.33,0.336,0.36,54.03,27.463,0.64,0.0,0,29.864,12.0,74.584,69.337,79.831,0.243,0.247,0.239,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
P52657:Q9BTT4,0.0690517934908635,0.636,P52657,Q9BTT4,0.15,0.18,0.3,48.15,23.568,0.28,0.025,1,27.076,11.7,52.731,47.779,57.683,0.185,0.187,0.183,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P60468:P62891,0.0,0.0,P60468,P62891,0.02,0.06,0.22,69.15,25.839,0.51,0.0,0,31.24,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P60468:P62987,0.0,0.0,P60468,P62987,0.04,0.098,0.33,66.52,24.843,0.34,0.0,0,31.015,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P58294:Q99551,0.22883872817367343,0.778,P58294,Q99551,0.3,0.36,0.6,72.93,17.116,0.46,0.023,491,23.894,11.72,63.335,56.123,70.546,0.203,0.231,0.175,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P56181:Q9UI09,0.04818558628205673,0.636,P56181,Q9UI09,0.17,0.244,0.54,77.37,19.197,0.53,0.0,0,27.259,12.0,88.038,89.34,86.736,0.187,0.175,0.198,0.013,1,0,HINT-binary-HQ-LC,no physical interaction,False
P60059:Q96L21,0.0,0.0,P60059,Q96L21,0.06,0.178,0.65,84.94,15.616,0.31,0.0,0,30.32,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P60468:P62424,0.024147809331139233,0.559,P60468,P62424,0.08,0.182,0.59,78.86,19.007,0.44,0.0,0,30.449,12.0,78.736,63.15,94.322,0.119,0.12,0.118,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P59768:Q6PIZ9,0.1572697894970335,0.73,P59768,Q6PIZ9,0.11,0.136,0.24,59.48,26.828,0.64,0.0,0,29.402,12.0,84.904,97.292,72.516,0.162,0.18,0.144,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P56537:P62910,0.0,0.0,P56537,P62910,0.05,0.142,0.51,84.3,18.434,0.19,0.0,0,31.146,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P60059:P62424,0.026816819720291138,0.559,P60059,P62424,0.06,0.174,0.63,86.4,16.522,0.42,0.0,0,30.675,12.0,89.499,85.218,93.78,0.11,0.106,0.113,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P55769:Q96NC0,0.0,0.0,P55769,Q96NC0,0.04,0.106,0.37,67.55,24.915,0.3,0.0,0,31.662,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P56537:P62888,0.04526302525763018,0.636,P56537,P62888,0.06,0.144,0.48,76.07,18.71,0.17,0.0,0,30.319,12.0,79.711,73.802,85.62,0.104,0.103,0.106,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
O75438:O95167,0.018258893561979524,0.559,O75438,O95167,0.1,0.152,0.36,70.0,18.277,0.54,0.0,0,25.118,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
B1AL88:O43257,0.028181535193306132,0.559,B1AL88,O43257,0.16,0.206,0.39,63.76,25.766,0.48,0.0,0,29.816,12.0,58.22,37.991,78.45,0.206,0.185,0.228,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O75409:Q8ND90,0.05516509521150208,0.636,O75409,Q8ND90,0.11,0.148,0.3,62.24,24.526,0.27,0.0,0,29.56,12.0,54.686,47.873,61.498,0.185,0.176,0.193,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
B7Z8K6:Q96RP8,0.03712613856749954,0.636,B7Z8K6,Q96RP8,0.08,0.16,0.48,71.99,22.597,0.29,0.0,0,31.026,12.0,79.439,71.836,87.041,0.104,0.102,0.107,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O75438:P14927,0.0,0.0,O75438,P14927,0.04,0.108,0.38,67.41,20.739,0.32,0.0,0,30.103,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
C9JCN9:Q9BUL5,0.0722007428158071,0.667,C9JCN9,Q9BUL5,0.19,0.192,0.2,56.44,29.044,0.62,0.0,0,29.953,12.0,79.494,86.956,72.032,0.197,0.222,0.171,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O75452:P62913,0.15605564998881757,0.73,O75452,P62913,0.1,0.178,0.49,67.61,20.076,0.2,0.0,0,29.688,12.0,69.748,62.738,76.758,0.118,0.116,0.12,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
E9PGG2:Q8N4L2,0.1679562792585058,0.73,E9PGG2,Q8N4L2,0.3,0.316,0.38,59.09,25.848,0.51,0.149,5171,27.967,10.208,74.844,84.717,64.972,0.547,0.607,0.487,0.051,0,-1,non-interacting pairs,not found in same PDB complex,False
O75493:Q9NQ39,0.07723296432380816,0.667,O75493,Q9NQ39,0.14,0.234,0.61,74.35,19.052,0.36,0.0,0,28.358,12.0,80.982,83.527,78.438,0.193,0.212,0.174,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
E9PQ53:O75610,0.1109037042199047,0.686,E9PQ53,O75610,0.2,0.246,0.43,63.85,20.985,0.3,0.0,0,27.173,12.0,71.162,70.681,71.643,0.18,0.187,0.173,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O75503:Q8N7P3,0.2528610071167693,0.785,O75503,Q8N7P3,0.24,0.302,0.55,73.37,19.171,0.38,0.0,0,26.837,12.0,73.179,83.758,62.6,0.166,0.189,0.143,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
E9PRG8:P62424,0.09184586508719556,0.667,E9PRG8,P62424,0.17,0.252,0.58,80.74,18.575,0.45,0.0,0,27.366,12.0,85.423,78.585,92.261,0.171,0.183,0.159,0.012,0,0,non-interacting pairs,no physical interaction,False
O75586:Q13503,0.04422426016324059,0.636,O75586,Q13503,0.11,0.152,0.32,66.11,24.667,0.4,0.0,0,29.337,12.0,76.761,75.128,78.395,0.158,0.142,0.174,0.011,1,0,HINT-binary-HQ-LC,no physical interaction,False
E9PRG8:Q02878,0.0,0.0,E9PRG8,Q02878,0.05,0.144,0.52,75.88,22.176,0.4,0.0,0,31.648,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,0,non-interacting pairs,no physical interaction,False
O75935:Q9UKA8,0.03736438691420439,0.636,O75935,Q9UKA8,0.07,0.106,0.25,68.86,27.386,0.46,0.0,0,31.487,12.0,69.18,73.194,65.167,0.126,0.138,0.114,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O00154:O14810,0.22082078975216501,0.778,O00154,O14810,0.12,0.206,0.55,69.36,21.269,0.37,0.0,0,29.874,12.0,65.057,81.769,48.344,0.137,0.139,0.136,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O75964:P18859,0.021480199410580315,0.559,O75964,P18859,0.05,0.092,0.26,70.75,24.047,0.52,0.0,0,30.355,12.0,66.735,52.945,80.525,0.12,0.118,0.123,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
O00180:Q92979,0.06483338470487673,0.636,O00180,Q92979,0.22,0.264,0.44,70.89,21.363,0.36,0.0,0,27.584,12.0,73.725,59.912,87.539,0.174,0.17,0.179,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O75971:Q5TZK3,0.03879708682920764,0.636,O75971,Q5TZK3,0.08,0.114,0.25,60.19,25.608,0.58,0.0,0,29.112,12.0,74.98,82.818,67.142,0.255,0.26,0.249,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
O00217:O14957,0.06114557957361416,0.636,O00217,O14957,0.12,0.218,0.61,84.67,16.234,0.44,0.0,0,28.032,12.0,88.948,88.432,89.465,0.147,0.151,0.143,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
O76076:O95416,0.10883445718995229,0.686,O76076,O95416,0.18,0.198,0.27,55.02,26.201,0.47,0.0,0,29.112,12.0,76.549,72.68,80.419,0.229,0.224,0.234,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
O00303:P62277,0.0,0.0,O00303,P62277,0.07,0.136,0.4,72.12,23.863,0.28,0.0,0,31.444,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O95006:Q96DZ7,0.11732661376209895,0.686,O95006,Q96DZ7,0.55,0.582,0.71,75.05,12.789,0.6,0.095,15409,17.487,10.862,74.861,73.03,76.692,0.491,0.51,0.472,0.041,0,-1,non-interacting pairs,not found in same PDB complex,False
O00488:P61927,0.0,0.0,O00488,P61927,0.03,0.094,0.35,71.75,22.955,0.31,0.0,0,31.656,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O95059:Q7Z5A4,0.10517150042619354,0.686,O95059,Q7Z5A4,0.14,0.208,0.48,59.91,20.881,0.28,0.0,0,27.999,12.0,52.267,47.031,57.504,0.156,0.144,0.167,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O00626:P0CJ89,0.47546084497271524,0.886,O00626,P0CJ89,0.66,0.604,0.38,56.54,26.257,0.92,0.495,11017,25.044,6.054,78.91,79.044,78.775,0.684,0.653,0.714,0.126,0,-1,non-interacting pairs,not found in same PDB complex,False
O95139:P03901,0.03954374140854347,0.636,O95139,P03901,0.11,0.168,0.4,78.15,18.524,0.39,0.0,0,27.065,12.0,73.425,75.462,71.387,0.118,0.112,0.123,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
O14494:Q9BXY4,0.05302052223826595,0.636,O14494,Q9BXY4,0.1,0.174,0.47,68.59,22.979,0.32,0.0,0,30.141,12.0,71.807,74.817,68.797,0.122,0.124,0.121,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95178:P03886,0.10326019712062534,0.686,O95178,P03886,0.27,0.352,0.68,75.27,15.004,0.46,0.0,0,25.549,12.0,82.778,79.903,85.653,0.227,0.213,0.242,0.014,-1,0,unclear (exclude for analysis),no physical interaction,False
O14558:Q8NBB4,0.1540687071741682,0.73,O14558,Q8NBB4,0.46,0.426,0.29,59.27,26.943,0.69,0.147,2474,29.136,10.232,73.024,85.311,60.737,0.369,0.385,0.354,0.023,0,-1,non-interacting pairs,not found in same PDB complex,False
O95178:P14927,0.0209764939804891,0.559,O95178,P14927,0.05,0.106,0.33,68.05,23.524,0.37,0.0,0,30.343,12.0,82.0,73.83,90.17,0.118,0.116,0.12,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
O14561:O43677,0.031180535224920265,0.636,O14561,O43677,0.07,0.13,0.37,66.76,24.265,0.43,0.0,0,30.094,12.0,63.167,54.691,71.643,0.134,0.132,0.135,0.009,-1,0,unclear (exclude for analysis),no physical interaction,False
O95182:P51970,0.05854558729062874,0.636,O95182,P51970,0.21,0.288,0.6,84.74,14.673,0.58,0.0,0,22.728,12.0,88.691,89.522,87.859,0.208,0.21,0.205,0.014,-1,0,unclear (exclude for analysis),no physical interaction,False
O14561:Q4U2R6,0.08370848725721657,0.667,O14561,Q4U2R6,0.23,0.264,0.4,66.35,22.404,0.51,0.02,122,25.886,11.765,78.092,77.719,78.465,0.311,0.342,0.279,0.019,-1,0,unclear (exclude for analysis),no physical interaction,False
O95630:P61968,0.05560059135690858,0.636,O95630,P61968,0.37,0.416,0.6,73.62,19.103,0.56,0.137,3676,25.916,10.354,70.181,81.382,58.981,0.411,0.371,0.451,0.029,0,-1,non-interacting pairs,not found in same PDB complex,False
O15235:Q7Z2W9,0.0,0.0,O15235,Q7Z2W9,0.08,0.152,0.44,76.79,21.703,0.34,0.0,0,29.463,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O95371:P01282,0.22481396113522678,0.778,O95371,P01282,0.37,0.422,0.63,68.75,18.839,0.6,0.201,7369,27.393,9.583,75.794,89.297,62.29,0.562,0.497,0.627,0.085,0,-1,non-interacting pairs,not found in same PDB complex,False
O15235:Q8N983,0.08317873927414651,0.667,O15235,Q8N983,0.17,0.224,0.44,72.17,22.014,0.44,0.0,0,27.756,12.0,88.66,85.408,91.912,0.155,0.151,0.16,0.012,-1,0,unclear (exclude for analysis),no physical interaction,False
Q7RTT6:Q96E39,0.2790630559297575,0.802,Q7RTT6,Q96E39,0.14,0.158,0.23,54.31,29.273,0.55,0.0,0,30.622,12.0,74.852,64.551,85.153,0.191,0.169,0.213,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O15235:Q9BYD6,0.0,0.0,O15235,Q9BYD6,0.07,0.12,0.32,57.83,25.212,0.27,0.0,0,31.054,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P0CG04:P0CG04,0.5976174336758191,0.932,P0CG04,P0CG04,0.91,0.912,0.92,94.25,3.207,0.91,0.766,21324,3.605,2.809,91.958,91.92,91.996,0.916,0.916,0.916,0.648,0,0,non-interacting pairs,no physical interaction,True
Q86XT2:Q92826,0.03852182495336158,0.636,Q86XT2,Q92826,0.09,0.12,0.24,59.97,28.209,0.45,0.0,0,31.129,12.0,90.005,94.673,85.337,0.118,0.127,0.109,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P0CG32:P51157,0.1059977533069458,0.686,P0CG32,P51157,0.34,0.35,0.39,58.39,24.817,0.51,0.0,0,27.744,12.0,74.468,83.592,65.344,0.278,0.269,0.288,0.016,0,-1,non-interacting pairs,not found in same PDB complex,False
Q86XR5:Q9BT17,0.0,0.0,Q86XR5,Q9BT17,0.08,0.186,0.61,68.67,19.872,0.36,0.0,0,30.846,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DL12:Q2TAP0,0.05634903004540401,0.636,P0DL12,Q2TAP0,0.12,0.152,0.28,64.34,26.232,0.41,0.017,3,29.965,11.8,76.092,69.006,83.177,0.192,0.19,0.194,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
Q8IUC1:Q9NQC8,0.0,0.0,Q8IUC1,Q9NQC8,0.06,0.1,0.26,55.67,28.155,0.48,0.0,0,31.391,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DM63:Q5VVC0,0.04338457543699989,0.636,P0DM63,Q5VVC0,0.14,0.178,0.33,51.16,26.268,0.43,0.0,0,29.15,12.0,53.132,41.509,64.756,0.179,0.191,0.167,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q8IXM3:Q9GZT3,0.0,0.0,Q8IXM3,Q9GZT3,0.04,0.096,0.32,65.58,22.907,0.39,0.0,0,31.139,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P0DML3:Q8NBR0,0.1792315299262489,0.74,P0DML3,Q8NBR0,0.26,0.286,0.39,58.18,24.914,0.49,0.008,1,27.731,11.9,67.646,74.299,60.993,0.206,0.223,0.188,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
Q8IXM3:Q9NWT8,0.0,0.0,Q8IXM3,Q9NWT8,0.07,0.12,0.32,69.72,25.354,0.47,0.0,0,30.662,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P0DPF6:Q8NGD1,0.12033649018699616,0.706,P0DPF6,Q8NGD1,0.28,0.34,0.58,62.12,20.468,0.55,0.03,42,28.445,11.64,68.954,51.681,86.226,0.303,0.293,0.314,0.017,0,-1,non-interacting pairs,not found in same PDB complex,False
Q8IYJ0:Q9P0M4,0.08703459478888982,0.667,Q8IYJ0,Q9P0M4,0.35,0.36,0.4,57.63,25.978,0.7,0.184,1458,29.057,9.787,69.963,49.794,90.132,0.416,0.431,0.401,0.031,0,-1,non-interacting pairs,not found in same PDB complex,False
P0DTL5:P48788,0.08560975741238169,0.667,P0DTL5,P48788,0.11,0.172,0.42,69.48,22.652,0.41,0.0,0,29.473,12.0,64.923,76.177,53.669,0.157,0.167,0.146,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q8N2U9:Q8NH40,0.08990462642841661,0.667,Q8N2U9,Q8NH40,0.18,0.25,0.53,72.23,18.584,0.31,0.0,0,26.672,12.0,73.068,71.496,74.639,0.153,0.159,0.148,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10124:Q96ET8,0.19411533320491656,0.74,P10124,Q96ET8,0.29,0.31,0.39,53.16,25.547,0.66,0.211,3151,28.187,9.463,74.415,67.663,81.167,0.523,0.529,0.517,0.048,0,-1,non-interacting pairs,not found in same PDB complex,False
Q8N4E4:Q96FM1,0.14319880879809482,0.714,Q8N4E4,Q96FM1,0.12,0.2,0.52,71.67,20.82,0.28,0.0,0,29.3,12.0,71.455,68.284,74.627,0.143,0.142,0.144,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10147:Q9HBV2,0.03891356634961814,0.636,P10147,Q9HBV2,0.29,0.302,0.35,61.12,25.165,0.52,0.044,2,29.644,11.475,73.927,64.647,83.207,0.165,0.146,0.185,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q8N4H5:Q9NY26,0.07070599212511348,0.667,Q8N4H5,Q9NY26,0.12,0.192,0.48,60.69,19.0,0.32,0.0,0,27.914,12.0,69.118,64.858,73.377,0.164,0.147,0.182,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10301:Q7L266,0.0773158042682923,0.667,P10301,Q7L266,0.1,0.196,0.58,78.63,18.368,0.24,0.0,0,29.432,12.0,57.719,48.761,66.678,0.127,0.128,0.127,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q8N5D6:Q9Y5Q6,0.07647648545250707,0.667,Q8N5D6,Q9Y5Q6,0.17,0.256,0.6,71.25,19.514,0.44,0.0,0,28.809,12.0,73.322,84.344,62.3,0.181,0.191,0.171,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P10914:Q9NZH6,0.29640187586808303,0.802,P10914,Q9NZH6,0.43,0.418,0.37,58.69,25.813,0.66,0.229,1455,29.279,9.252,82.0,75.947,88.053,0.278,0.257,0.299,0.018,0,-1,non-interacting pairs,not found in same PDB complex,False
Q8N5N7:Q9H0U6,0.05357718700806273,0.636,Q8N5N7,Q9H0U6,0.23,0.278,0.47,70.92,20.65,0.47,0.0,0,25.898,12.0,83.032,73.788,92.275,0.209,0.198,0.219,0.013,1,0,HINT-binary-HQ-LC,no physical interaction,False
P11836:Q9H9Q4,0.020013714820146217,0.559,P11836,Q9H9Q4,0.15,0.202,0.41,65.33,23.726,0.37,0.0,0,29.614,12.0,60.89,75.84,45.94,0.215,0.227,0.202,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q96LM9:Q9NRQ5,0.022565576921056246,0.559,Q96LM9,Q9NRQ5,0.27,0.272,0.28,54.38,23.061,0.77,0.17,1036,25.284,9.965,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
P12074:P12074,0.1856684302208583,0.74,P12074,P12074,0.31,0.316,0.34,58.09,21.957,0.76,0.352,3410,23.099,7.774,68.944,68.967,68.921,0.604,0.605,0.603,0.055,0,0,non-interacting pairs,no physical interaction,True
Q96LY2:Q9UGY1,0.04530354844416917,0.636,Q96LY2,Q9UGY1,0.08,0.1,0.18,53.58,29.457,0.48,0.0,0,31.237,12.0,57.401,61.959,52.842,0.129,0.13,0.128,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P14406:P14406,0.1187300883686636,0.686,P14406,P14406,0.22,0.238,0.31,62.06,21.345,0.64,0.301,1530,24.087,8.386,81.327,81.356,81.297,0.762,0.76,0.764,0.207,0,0,non-interacting pairs,no physical interaction,True
Q96NC0:Q9Y333,0.0,0.0,Q96NC0,Q9Y333,0.04,0.09,0.29,67.61,25.561,0.37,0.0,0,31.483,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P14927:P17568,0.028313293926695418,0.559,P14927,P17568,0.12,0.168,0.36,65.43,22.329,0.24,0.0,0,29.195,12.0,75.517,86.418,64.616,0.165,0.172,0.158,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
Q96PC2:Q9BV86,0.055189739300728125,0.636,Q96PC2,Q9BV86,0.13,0.194,0.45,67.24,21.703,0.28,0.0,0,29.282,12.0,58.719,59.222,58.216,0.149,0.153,0.146,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P14927:P49821,0.037854865264562776,0.636,P14927,P49821,0.16,0.244,0.58,69.79,18.462,0.3,0.0,0,28.879,12.0,63.836,56.062,71.61,0.155,0.137,0.174,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q99933:Q9H112,0.14381518554229458,0.714,Q99933,Q9H112,0.19,0.228,0.38,65.74,24.553,0.41,0.0,0,28.62,12.0,82.477,94.003,70.952,0.213,0.243,0.183,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
P15407:P40261,0.18340863332694485,0.74,P15407,P40261,0.12,0.194,0.49,63.97,23.821,0.43,0.0,0,30.866,12.0,55.371,31.637,79.105,0.133,0.106,0.161,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9BRT6:Q9UKD2,0.0,0.0,Q9BRT6,Q9UKD2,0.05,0.128,0.44,68.77,22.62,0.29,0.0,0,31.671,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,0,non-interacting pairs,no physical interaction,False
P26373:P84098,0.019021700065438848,0.559,P26373,P84098,0.4,0.442,0.61,89.74,12.147,0.63,0.174,9422,17.222,9.911,0.0,0.0,0.0,0.0,0.0,0.0,0.007,1,0,HINT-binary-HQ-LC,no physical interaction,False
Q9BSY4:Q9Y570,0.13658681136987877,0.706,Q9BSY4,Q9Y570,0.16,0.254,0.63,71.11,18.456,0.36,0.0,0,27.644,12.0,64.384,55.093,73.675,0.157,0.154,0.16,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P26842:Q8N912,0.0352413141841228,0.636,P26842,Q8N912,0.13,0.168,0.32,54.49,26.517,0.55,0.006,3,29.759,11.933,58.622,55.413,61.83,0.237,0.241,0.233,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9BVW6:Q9NYT0,0.05886211355143388,0.636,Q9BVW6,Q9NYT0,0.16,0.232,0.52,70.3,20.218,0.33,0.014,3,28.586,11.833,51.809,42.985,60.634,0.221,0.207,0.235,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P27449:Q16864,0.35850169253068204,0.843,P27449,Q16864,0.11,0.196,0.54,81.91,16.376,0.22,0.0,0,27.224,12.0,85.234,89.969,80.499,0.127,0.13,0.123,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q9BWJ5:Q9HBM6,0.09115146431277862,0.667,Q9BWJ5,Q9HBM6,0.15,0.192,0.36,65.19,24.489,0.33,0.0,0,28.574,12.0,80.249,71.848,88.65,0.132,0.137,0.127,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P27469:Q9HDC9,0.0855112044339188,0.667,P27469,Q9HDC9,0.2,0.302,0.71,81.13,15.224,0.43,0.081,69,27.869,11.033,75.909,77.003,74.815,0.344,0.321,0.368,0.021,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9BXJ4:Q9H4S2,0.13861752088144008,0.706,Q9BXJ4,Q9H4S2,0.12,0.164,0.34,59.74,27.026,0.48,0.0,0,30.883,12.0,77.877,94.422,61.332,0.158,0.165,0.15,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P27635:P30050,0.0,0.0,P27635,P30050,0.1,0.19,0.55,77.13,19.091,0.2,0.0,0,28.885,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
Q9BXS1:Q9HB31,0.16486910658501996,0.73,Q9BXS1,Q9HB31,0.31,0.366,0.59,72.2,19.397,0.53,0.121,1857,26.434,10.552,80.828,95.37,66.286,0.325,0.34,0.309,0.022,0,-1,non-interacting pairs,not found in same PDB complex,False
P28347:Q9NYZ1,0.31024855477237456,0.812,P28347,Q9NYZ1,0.49,0.488,0.48,69.34,22.615,0.62,0.305,2875,28.018,8.335,81.422,91.329,71.515,0.345,0.327,0.363,0.025,0,-1,non-interacting pairs,not found in same PDB complex,False
Q9BYC9:Q9P0P8,0.0,0.0,Q9BYC9,Q9P0P8,0.07,0.124,0.34,63.36,25.588,0.33,0.0,0,30.901,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P28845:Q8TDP1,0.29077719990990747,0.802,P28845,Q8TDP1,0.13,0.218,0.57,73.07,18.787,0.33,0.0,0,28.348,12.0,61.311,66.261,56.362,0.191,0.161,0.22,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
