ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,LIA_std,LIA_median,LIA_top5_avg,LIA_top10_avg,LIA_percentage,SLIRS,SLIRS_area,SLIRS_std,SLIRS_median,SLIRS_top5_avg,SLIRS_top10_avg,SLIRS_percentage,SC_LIS,SC_LIS_area,ICS_bin,ICS_log,mean_interface,compactness,total_interface_weight,LIP,PWID,ZIES,global_mean,global_std,interface_mean_z,ZCP,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
P42677:Q9ULC4,0.03758519325407292,0.636,P42677,Q9ULC4,0.1,0.188,0.54,71.38,17.196,0.23,0.0,0,27.502,12.0,0.0,0.0,0.0,0.0,0.0,0.001,23.926,0.001,0.0,0.012,0.011,0.079,0.0,0.0,0.0,0.0,0.001,0.0,25.949,0.0,0.0,-0.915,0.037,0.172,-0.211,-0.211,64.351,66.334,62.368,0.168,0.178,0.158,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62906:Q07020,0.0,0.0,P62906,Q07020,0.08,0.156,0.46,75.84,19.212,0.18,0.0,0,30.002,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.534,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,10.514,0.0,0.0,-0.837,0.023,0.141,-0.166,-0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P42766:P62273,0.0292385233073275,0.559,P42766,P62273,0.45,0.494,0.67,90.39,9.964,0.69,0.05,498,16.51,11.401,0.036,0.042,0.182,0.168,3.615,0.209,2882.108,0.189,0.156,0.898,0.879,20.921,0.033,449.098,1.0,0.021,0.175,0.118,2411.721,3.632,0.001,-1.015,0.046,0.204,-0.221,-0.221,94.312,95.22,93.404,0.38,0.417,0.344,0.039,-1,0,unclear (exclude for analysis),no physical interaction,False
P82914:Q9Y399,0.022616980083457697,0.559,P82914,Q9Y399,0.19,0.246,0.47,71.76,21.863,0.42,0.0,0,27.506,12.0,0.0,0.0,0.0,0.0,0.0,0.002,297.324,0.003,0.0,0.028,0.027,0.195,0.0,0.0,0.0,0.0,0.002,0.0,274.309,0.0,0.0,-0.599,0.017,0.119,-0.139,-0.139,82.592,82.85,82.335,0.17,0.176,0.163,0.012,-1,0,unclear (exclude for analysis),no physical interaction,False
P42766:P63241,0.053206561212797196,0.636,P42766,P63241,0.07,0.138,0.41,79.41,19.486,0.26,0.0,0,30.459,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,0.0,0.0,0.001,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,3.995,0.0,0.0,-0.841,0.032,0.166,-0.193,-0.193,91.983,93.927,90.039,0.103,0.107,0.099,0.01,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P62910:Q9UNZ5,0.0,0.0,P62910,Q9UNZ5,0.03,0.118,0.47,80.83,21.225,0.37,0.0,0,31.642,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.506,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,1.452,0.0,0.0,-0.744,0.034,0.169,-0.202,-0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,0,non-interacting pairs,no physical interaction,False
Q00LT1:Q5I0X7,0.23742484373363984,0.778,Q00LT1,Q5I0X7,0.46,0.508,0.7,75.51,13.124,0.65,0.274,1979,23.032,8.708,0.189,0.325,0.663,0.656,12.135,0.127,2073.023,0.28,0.001,1.08,1.079,12.712,0.073,1191.601,1.0,0.1,0.13,0.774,2113.59,4.903,0.018,-0.889,0.05,0.203,-0.206,-0.206,80.893,67.124,94.663,0.626,0.672,0.58,0.138,0,-1,non-interacting pairs,not found in same PDB complex,False
P62987:Q9NX58,0.22890247200873387,0.778,P62987,Q9NX58,0.16,0.172,0.22,62.38,27.306,0.33,0.0,0,29.738,12.0,0.0,0.0,0.0,0.0,0.0,0.0,40.051,0.001,0.0,0.044,0.039,0.041,0.0,0.0,0.0,0.0,0.0,0.0,41.736,0.0,0.0,-0.326,0.017,0.115,-0.135,-0.135,71.942,63.982,79.903,0.161,0.17,0.153,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
P82933:Q9Y3D3,0.0,0.0,P82933,Q9Y3D3,0.07,0.15,0.47,73.82,21.473,0.28,0.0,0,31.04,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.484,0.0,0.0,0.001,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,8.436,0.0,0.0,-0.732,0.017,0.12,-0.138,-0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P78417:Q9BYQ0,0.12724012518529043,0.706,P78417,Q9BYQ0,0.23,0.31,0.63,65.46,17.967,0.31,0.02,605,26.549,11.756,0.026,0.033,0.118,0.114,0.789,0.026,2019.51,0.078,0.0,0.568,0.563,2.635,0.003,192.939,1.0,0.004,0.032,0.139,2444.855,2.147,0.0,-0.734,0.024,0.138,-0.157,-0.157,63.861,87.04,40.683,0.318,0.273,0.364,0.02,0,-1,non-interacting pairs,not found in same PDB complex,False
P63313:Q53S33,0.04297257748719269,0.636,P63313,Q53S33,0.09,0.168,0.48,67.98,19.185,0.4,0.0,0,25.984,12.0,0.0,0.0,0.0,0.0,0.0,0.009,82.397,0.022,0.0,0.312,0.269,0.875,0.0,0.0,0.0,0.0,0.01,0.0,90.772,0.0,0.0,-0.69,0.056,0.205,-0.255,-0.255,69.999,54.963,85.034,0.259,0.234,0.284,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
P82933:Q9BYD1,0.021845393163895378,0.559,P82933,Q9BYD1,0.12,0.194,0.49,76.38,21.171,0.31,0.0,0,30.069,12.0,0.0,0.0,0.0,0.0,0.0,0.0,28.768,0.001,0.0,0.022,0.021,0.02,0.0,0.0,0.0,0.0,0.0,0.0,27.133,0.0,0.0,-0.735,0.015,0.115,-0.133,-0.133,87.73,87.105,88.355,0.131,0.136,0.126,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q01081:Q01081,0.17274468036890314,0.73,Q01081,Q01081,0.17,0.21,0.37,62.53,23.328,0.31,0.0,0,29.181,12.0,0.0,0.0,0.0,0.0,0.0,0.0,30.517,0.0,0.0,0.009,0.008,0.026,0.0,0.0,0.0,0.0,0.0,0.0,37.426,0.0,0.0,-0.512,0.019,0.128,-0.143,-0.143,53.77,53.813,53.727,0.141,0.14,0.142,0.009,0,0,non-interacting pairs,no physical interaction,True
P68431:Q96A08,0.5120319495505389,0.9,P68431,Q96A08,0.43,0.434,0.45,63.96,20.111,0.63,0.404,9174,21.374,7.152,0.188,0.429,0.767,0.761,26.557,0.252,8701.663,0.385,0.001,1.169,1.144,25.19,0.168,5802.794,1.0,0.233,0.256,0.91,8832.785,5.962,0.052,-0.098,0.035,0.163,-0.165,-0.165,80.456,80.539,80.373,0.664,0.66,0.668,0.12,-1,0,unclear (exclude for analysis),no physical interaction,False
P63220:Q96L21,0.0,0.0,P63220,Q96L21,0.07,0.184,0.64,87.73,15.366,0.22,0.0,0,29.439,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52,0.0,0.0,0.001,0.001,0.021,0.0,0.0,0.0,0.0,0.0,0.0,6.515,0.0,0.0,-1.109,0.032,0.169,-0.189,-0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P62979:Q02878,0.11650653358958145,0.686,P62979,Q02878,0.15,0.222,0.51,79.73,21.536,0.41,0.0,0,29.255,12.0,0.0,0.0,0.0,0.0,0.0,0.001,45.626,0.001,0.0,0.024,0.02,0.051,0.0,0.0,0.0,0.0,0.0,0.0,41.419,0.0,0.0,-0.659,0.018,0.126,-0.143,-0.143,88.911,84.973,92.849,0.151,0.144,0.158,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
P82650:Q9P0J6,0.059335266245601107,0.636,P82650,Q9P0J6,0.07,0.164,0.54,66.81,21.34,0.34,0.0,0,31.063,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.775,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,5.617,0.0,0.0,-0.765,0.018,0.127,-0.139,-0.139,87.524,91.591,83.457,0.103,0.104,0.101,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P62899:P62899,0.10397250813783455,0.686,P62899,P62899,0.14,0.206,0.47,78.65,17.734,0.29,0.0,0,26.156,12.0,0.0,0.0,0.0,0.0,0.0,0.003,99.282,0.006,0.001,0.076,0.072,0.318,0.0,0.0,0.0,0.0,0.003,0.0,88.187,0.0,0.0,-0.763,0.038,0.181,-0.201,-0.201,90.009,90.03,89.987,0.195,0.194,0.196,0.014,0,0,non-interacting pairs,no physical interaction,True
P82914:Q9BYD1,0.01887881352300724,0.559,P82914,Q9BYD1,0.1,0.162,0.41,75.7,22.111,0.34,0.0,0,29.637,12.0,0.0,0.0,0.0,0.0,0.0,0.0,33.897,0.001,0.0,0.042,0.037,0.037,0.0,0.0,0.0,0.0,0.0,0.0,32.285,0.0,0.0,-0.644,0.02,0.131,-0.15,-0.15,78.61,87.71,69.51,0.175,0.167,0.182,0.012,-1,0,unclear (exclude for analysis),no physical interaction,False
P82664:Q6P1L8,0.0,0.0,P82664,Q6P1L8,0.07,0.138,0.41,72.92,22.614,0.31,0.0,0,30.217,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.784,0.0,0.0,0.002,0.002,0.015,0.0,0.0,0.0,0.0,0.0,0.0,8.352,0.0,0.0,-0.625,0.025,0.145,-0.172,-0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P82663:Q96A35,0.11982870618010039,0.686,P82663,Q96A35,0.12,0.188,0.46,84.24,18.643,0.32,0.0,0,28.916,12.0,0.0,0.0,0.0,0.0,0.0,0.0,23.864,0.0,0.0,0.007,0.006,0.032,0.0,0.0,0.0,0.0,0.0,0.0,21.838,0.0,0.0,-0.854,0.022,0.139,-0.155,-0.155,90.835,93.017,88.654,0.123,0.116,0.131,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q6P587:Q9NP72,0.09545714013240178,0.667,Q6P587,Q9NP72,0.09,0.176,0.52,77.18,19.032,0.22,0.0,0,29.524,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.747,0.0,0.0,0.001,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,16.439,0.0,0.0,-0.804,0.024,0.146,-0.163,-0.163,69.082,82.874,55.291,0.115,0.117,0.114,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6IEZ7:Q9BWJ2,0.10547837224358254,0.686,Q6IEZ7,Q9BWJ2,0.15,0.264,0.72,73.31,13.373,0.36,0.01,3,28.149,11.883,0.01,0.017,0.019,0.019,0.008,0.014,517.272,0.045,0.0,0.371,0.365,1.392,0.0,0.75,1.0,0.0,0.018,0.002,652.946,0.538,0.0,-1.278,0.027,0.152,-0.157,-0.157,56.437,74.089,38.785,0.302,0.269,0.335,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
Q4G0W2:Q8NCU1,0.027401300629162517,0.559,Q4G0W2,Q8NCU1,0.08,0.164,0.5,74.02,20.987,0.3,0.0,0,29.069,12.0,0.0,0.0,0.0,0.0,0.0,0.001,63.554,0.005,0.0,0.068,0.063,0.126,0.0,0.0,0.0,0.0,0.001,0.0,67.422,0.0,0.0,-0.636,0.03,0.163,-0.181,-0.181,59.115,77.815,40.415,0.2,0.184,0.216,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6A555:Q92989,0.045766363622723114,0.636,Q6A555,Q92989,0.1,0.22,0.7,80.97,15.175,0.23,0.0,0,29.435,12.0,0.0,0.0,0.0,0.0,0.0,0.0,21.512,0.0,0.0,0.003,0.003,0.02,0.0,0.0,0.0,0.0,0.0,0.0,21.931,0.0,0.0,-1.133,0.019,0.13,-0.144,-0.144,68.965,47.748,90.183,0.128,0.124,0.132,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5JX71:Q9UNI6,0.05813886068775026,0.636,Q5JX71,Q9UNI6,0.14,0.224,0.56,68.72,20.559,0.44,0.0,0,29.044,12.0,0.0,0.0,0.0,0.0,0.0,0.002,241.968,0.01,0.0,0.219,0.203,0.208,0.0,0.0,0.0,0.0,0.002,0.0,238.547,0.0,0.0,-0.696,0.018,0.127,-0.137,-0.137,80.263,72.155,88.371,0.233,0.214,0.251,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6NVV1:Q9UIR0,0.13644993147102313,0.706,Q6NVV1,Q9UIR0,0.25,0.34,0.7,77.4,15.143,0.45,0.171,2365,26.219,9.952,0.14,0.15,0.692,0.678,2.548,0.028,2604.911,0.111,0.0,0.982,0.98,2.806,0.012,1073.312,1.0,0.018,0.032,0.57,3001.02,3.819,0.002,-1.02,0.018,0.126,-0.133,-0.133,73.177,56.387,89.968,0.364,0.366,0.362,0.024,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5W111:Q8WXQ8,0.33061952514477444,0.834,Q5W111,Q8WXQ8,0.46,0.5,0.66,85.85,15.608,0.54,0.257,1508,26.738,8.915,0.166,0.275,0.662,0.651,0.882,0.011,1937.846,0.077,0.0,0.98,0.979,1.134,0.005,827.82,1.0,0.007,0.012,0.616,2012.282,4.243,0.001,-0.952,0.017,0.126,-0.131,-0.131,72.894,62.932,82.856,0.328,0.335,0.32,0.019,0,-1,non-interacting pairs,not found in same PDB complex,False
Q58FF8:Q92522,0.042271859747561105,0.636,Q58FF8,Q92522,0.1,0.134,0.27,51.08,27.596,0.32,0.0,0,30.826,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.221,0.0,0.0,0.003,0.003,0.009,0.0,0.0,0.0,0.0,0.0,0.0,17.578,0.0,0.0,-0.297,0.014,0.101,-0.13,-0.13,61.139,45.087,77.19,0.122,0.122,0.121,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5XKR9:Q92633,0.04330314470358092,0.636,Q5XKR9,Q92633,0.16,0.252,0.62,63.61,19.268,0.44,0.0,0,29.045,12.0,0.0,0.0,0.0,0.0,0.0,0.002,126.263,0.007,0.0,0.223,0.197,0.151,0.0,0.0,0.0,0.0,0.002,0.0,162.611,0.0,0.0,-0.803,0.019,0.129,-0.136,-0.136,50.673,34.333,67.014,0.219,0.195,0.243,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5U4N7:Q9NWQ9,0.06482709180176684,0.636,Q5U4N7,Q9NWQ9,0.22,0.242,0.33,48.33,27.147,0.6,0.067,96,29.548,11.195,0.068,0.083,0.25,0.223,0.137,0.006,400.62,0.037,0.0,0.815,0.788,0.572,0.001,48.392,1.0,0.001,0.006,0.139,437.018,2.308,0.0,-0.332,0.017,0.124,-0.134,-0.134,69.105,44.841,93.369,0.274,0.268,0.281,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6P1N9:Q92564,0.17861449488592723,0.74,Q6P1N9,Q92564,0.14,0.218,0.53,79.41,20.168,0.3,0.0,0,30.319,12.0,0.0,0.0,0.0,0.0,0.0,0.0,22.148,0.0,0.0,0.004,0.003,0.013,0.0,0.0,0.0,0.0,0.0,0.0,20.712,0.0,0.0,-0.753,0.017,0.126,-0.134,-0.134,82.862,91.23,74.494,0.119,0.121,0.117,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q68D20:Q9NQF3,0.054802147092170767,0.636,Q68D20,Q9NQF3,0.29,0.328,0.48,56.48,23.356,0.62,0.047,131,29.044,11.441,0.033,0.033,0.148,0.128,0.167,0.009,734.325,0.052,0.0,0.709,0.68,0.937,0.001,77.932,1.0,0.001,0.01,0.096,763.178,2.942,0.0,-0.524,0.019,0.131,-0.142,-0.142,70.731,60.805,80.656,0.367,0.353,0.38,0.021,0,-1,non-interacting pairs,not found in same PDB complex,False
Q5T653:Q9BYD2,0.0556385014369607,0.636,Q5T653,Q9BYD2,0.16,0.218,0.45,69.47,23.73,0.4,0.0,0,29.831,12.0,0.0,0.0,0.0,0.0,0.0,0.0,65.723,0.001,0.0,0.015,0.014,0.04,0.0,0.0,0.0,0.0,0.0,0.0,62.376,0.0,0.0,-0.544,0.016,0.112,-0.136,-0.136,86.664,88.297,85.031,0.139,0.133,0.144,0.011,1,0,HINT-binary-HQ-LC,no physical interaction,False
Q52LA3:Q92784,0.1303029095904769,0.706,Q52LA3,Q92784,0.21,0.228,0.3,62.29,26.662,0.5,0.0,0,30.278,12.0,0.0,0.0,0.0,0.0,0.0,0.002,181.812,0.015,0.0,0.39,0.366,0.207,0.0,0.0,0.0,0.0,0.002,0.0,172.868,0.0,0.0,-0.358,0.016,0.115,-0.133,-0.133,83.574,91.014,76.134,0.207,0.237,0.176,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
Q4VC31:Q6UWT2,0.11373911161425893,0.686,Q4VC31,Q6UWT2,0.18,0.262,0.59,69.4,17.122,0.43,0.044,275,25.728,11.468,0.028,0.033,0.152,0.131,1.256,0.04,868.528,0.105,0.0,0.655,0.647,3.968,0.008,165.259,1.0,0.007,0.041,0.171,891.112,3.722,0.0,-0.779,0.04,0.184,-0.209,-0.209,64.73,66.408,63.052,0.265,0.279,0.251,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6GTX8:Q9BYP8,0.09753065411126995,0.667,Q6GTX8,Q9BYP8,0.2,0.23,0.35,53.62,25.842,0.55,0.054,187,28.421,11.346,0.025,0.033,0.108,0.098,0.31,0.014,838.103,0.058,0.0,0.643,0.632,1.391,0.001,87.567,1.0,0.002,0.016,0.105,992.309,1.828,0.0,-0.322,0.02,0.127,-0.144,-0.144,64.689,83.914,45.465,0.312,0.303,0.322,0.017,0,-1,non-interacting pairs,not found in same PDB complex,False
Q6P1L8:Q8N983,0.05664656587559613,0.636,Q6P1L8,Q8N983,0.62,0.616,0.6,74.64,17.208,0.8,0.356,28214,18.358,7.725,0.177,0.358,0.832,0.822,45.251,0.476,29704.434,0.485,0.289,1.191,1.19,47.641,0.377,23500.11,1.0,0.387,0.415,0.934,25850.983,3.062,0.076,-0.097,0.024,0.141,-0.167,-0.167,91.898,93.56,90.237,0.941,0.929,0.954,0.703,-1,0,unclear (exclude for analysis),no physical interaction,False
Q6P1L8:Q7Z7F7,0.0500742407110053,0.636,Q6P1L8,Q7Z7F7,0.08,0.146,0.41,67.13,23.5,0.33,0.0,0,30.334,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.907,0.001,0.0,0.014,0.012,0.021,0.0,0.0,0.0,0.0,0.0,0.0,9.489,0.0,0.0,-0.563,0.031,0.155,-0.196,-0.196,67.964,87.781,48.146,0.153,0.163,0.143,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
Q6P161:Q9H0U6,0.027457277650457898,0.559,Q6P161,Q9H0U6,0.1,0.172,0.46,76.02,22.378,0.45,0.0,0,29.18,12.0,0.0,0.0,0.0,0.0,0.0,0.001,26.646,0.001,0.0,0.014,0.012,0.054,0.0,0.0,0.0,0.0,0.0,0.0,24.023,0.0,0.0,-0.605,0.024,0.148,-0.16,-0.16,84.34,75.707,92.973,0.152,0.158,0.147,0.011,-1,0,unclear (exclude for analysis),no physical interaction,False
Q6NVU6:Q9HB20,0.08026764062075659,0.667,Q6NVU6,Q9HB20,0.21,0.226,0.29,50.93,25.628,0.37,0.0,0,28.901,12.0,0.0,0.0,0.0,0.0,0.0,0.001,125.121,0.007,0.0,0.277,0.244,0.147,0.0,0.0,0.0,0.0,0.002,0.0,153.693,0.0,0.0,-0.393,0.02,0.125,-0.14,-0.14,56.92,55.991,57.849,0.204,0.221,0.187,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P55769:Q9Y333,0.056403890915734514,0.636,P55769,Q9Y333,0.1,0.188,0.54,73.25,16.652,0.22,0.0,0,26.319,12.0,0.0,0.0,0.0,0.0,0.0,0.002,50.202,0.004,0.001,0.036,0.034,0.206,0.0,0.0,0.0,0.0,0.002,0.0,49.525,0.0,0.0,-0.851,0.046,0.192,-0.229,-0.229,68.084,68.342,67.825,0.16,0.161,0.159,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P56747:Q9BWQ8,0.16831875977078112,0.73,P56747,Q9BWQ8,0.27,0.312,0.48,65.25,20.943,0.43,0.0,0,25.564,12.0,0.0,0.0,0.0,0.0,0.0,0.01,1331.789,0.019,0.002,0.265,0.254,0.958,0.0,0.0,0.0,0.0,0.01,0.0,1331.94,0.0,0.0,-0.597,0.018,0.123,-0.139,-0.139,74.126,76.026,72.226,0.257,0.251,0.264,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
P57054:Q99697,0.0862313658504064,0.667,P57054,Q99697,0.11,0.136,0.24,57.75,28.015,0.52,0.0,0,30.716,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.058,0.0,0.0,0.008,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,14.531,0.0,0.0,-0.302,0.014,0.113,-0.124,-0.124,80.055,67.501,92.609,0.133,0.144,0.123,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P56750:Q9Y2D2,0.14550635091430583,0.714,P56750,Q9Y2D2,0.23,0.292,0.54,71.43,17.917,0.33,0.0,0,25.652,12.0,0.0,0.0,0.0,0.0,0.0,0.003,405.959,0.004,0.001,0.043,0.041,0.279,0.0,0.0,0.0,0.0,0.003,0.0,411.342,0.0,0.0,-0.786,0.019,0.126,-0.146,-0.146,78.86,81.514,76.208,0.192,0.181,0.203,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P56856:Q86YD5,0.08224155784520588,0.667,P56856,Q86YD5,0.16,0.204,0.38,53.09,26.436,0.44,0.0,0,29.214,12.0,0.0,0.0,0.0,0.0,0.0,0.001,186.845,0.004,0.0,0.124,0.113,0.104,0.0,0.0,0.0,0.0,0.001,0.0,204.305,0.0,0.0,-0.368,0.014,0.108,-0.12,-0.12,61.67,70.995,52.345,0.159,0.165,0.152,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P59538:Q86Y79,0.14255187068753125,0.714,P59538,Q86Y79,0.37,0.418,0.61,76.93,14.616,0.45,0.115,2341,21.521,10.617,0.121,0.083,0.502,0.493,1.77,0.05,6569.243,0.111,0.009,0.942,0.936,4.967,0.01,1309.691,1.0,0.012,0.05,0.235,6580.296,4.256,0.001,-0.834,0.02,0.134,-0.146,-0.146,64.635,60.197,69.073,0.405,0.383,0.427,0.021,0,-1,non-interacting pairs,not found in same PDB complex,False
P60484:Q86X19,0.16067126483386335,0.73,P60484,Q86X19,0.17,0.248,0.56,72.97,19.959,0.32,0.0,0,27.951,12.0,0.0,0.0,0.0,0.0,0.0,0.001,114.977,0.001,0.0,0.011,0.011,0.072,0.0,0.0,0.0,0.0,0.001,0.0,110.197,0.0,0.0,-0.717,0.016,0.117,-0.135,-0.135,67.065,82.71,51.42,0.133,0.132,0.135,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P60763:Q15532,0.158572146653665,0.73,P60763,Q15532,0.33,0.336,0.36,54.03,27.463,0.64,0.0,0,29.864,12.0,0.0,0.0,0.0,0.0,0.0,0.003,533.175,0.013,0.0,0.239,0.221,0.332,0.0,0.0,0.0,0.0,0.003,0.0,507.854,0.0,0.0,-0.347,0.012,0.103,-0.109,-0.109,74.584,69.337,79.831,0.243,0.247,0.239,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
P52657:Q9BTT4,0.0690517934908635,0.636,P52657,Q9BTT4,0.15,0.18,0.3,48.15,23.568,0.28,0.025,1,27.076,11.7,0.0,0.05,0.05,0.05,0.003,0.005,140.182,0.02,0.0,0.423,0.399,0.476,0.0,0.479,1.0,0.0,0.006,0.003,172.526,0.0,0.0,-0.414,0.04,0.167,-0.192,-0.192,52.731,47.779,57.683,0.185,0.187,0.183,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P60468:P62891,0.0,0.0,P60468,P62891,0.02,0.06,0.22,69.15,25.839,0.51,0.0,0,31.24,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.661,0.0,0.0,-0.449,0.047,0.194,-0.24,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P60468:P62987,0.0,0.0,P60468,P62987,0.04,0.098,0.33,66.52,24.843,0.34,0.0,0,31.015,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.677,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,1.968,0.0,0.0,-0.482,0.036,0.169,-0.212,-0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P58294:Q99551,0.22883872817367343,0.778,P58294,Q99551,0.3,0.36,0.6,72.93,17.116,0.46,0.023,491,23.894,11.72,0.032,0.042,0.143,0.137,0.586,0.043,3595.741,0.096,0.003,0.752,0.735,4.291,0.005,383.891,1.0,0.003,0.041,0.081,3444.141,0.585,0.0,-0.825,0.019,0.131,-0.137,-0.137,63.335,56.123,70.546,0.203,0.231,0.175,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P56181:Q9UI09,0.04818558628205673,0.636,P56181,Q9UI09,0.17,0.244,0.54,77.37,19.197,0.53,0.0,0,27.259,12.0,0.0,0.0,0.0,0.0,0.0,0.005,158.249,0.011,0.0,0.158,0.139,0.505,0.0,0.0,0.0,0.0,0.005,0.0,143.849,0.0,0.0,-0.743,0.029,0.158,-0.179,-0.179,88.038,89.34,86.736,0.187,0.175,0.198,0.013,1,0,HINT-binary-HQ-LC,no physical interaction,False
P60059:Q96L21,0.0,0.0,P60059,Q96L21,0.06,0.178,0.65,84.94,15.616,0.31,0.0,0,30.32,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.597,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,3.261,0.0,0.0,-1.129,0.033,0.171,-0.193,-0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
P60468:P62424,0.024147809331139233,0.559,P60468,P62424,0.08,0.182,0.59,78.86,19.007,0.44,0.0,0,30.449,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.752,0.0,0.0,0.002,0.002,0.015,0.0,0.0,0.0,0.0,0.0,0.0,7.448,0.0,0.0,-0.867,0.023,0.144,-0.161,-0.161,78.736,63.15,94.322,0.119,0.12,0.118,0.01,-1,0,unclear (exclude for analysis),no physical interaction,False
P59768:Q6PIZ9,0.15726978949703352,0.73,P59768,Q6PIZ9,0.11,0.136,0.24,59.48,26.828,0.64,0.0,0,29.402,12.0,0.0,0.0,0.0,0.0,0.0,0.001,13.221,0.002,0.0,0.036,0.032,0.05,0.0,0.0,0.0,0.0,0.001,0.0,13.233,0.0,0.0,-0.36,0.026,0.148,-0.165,-0.165,84.904,97.292,72.516,0.162,0.18,0.144,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
