"ppi","gene1","gene2","co.expression","BP","CC","MF","str_label","non_struct_label","is_preppi","Total"
"P08729:Q9BYC9","KRT7","MRPL20",0.119702318708762,0.125,0.217566287878788,0.425,-1,0,1,1.0192834476
"P08887:Q12979","IL6R","ABR",-0.265667508430294,0.172008547008547,0.404285714285714,0.314285714285714,-1,0,1,10.0214558976
"P08754:P48668","GNAI3","KRT6C",0.336195746933113,0.186507936507937,0.443121693121693,0.975,-1,0,1,6.8754324636
"P08908:Q86XF7","HTR1A","ZNF575",0.218422575343826,0.142857142857143,0.166666666666667,0.911111111111111,-1,0,1,3.804046871625
"P24298:P51553","GPT","IDH3G",-0.316200918533984,0.257142857142857,0.195238095238095,0.185757575757576,-1,0,1,4.0280032216512
"P25205:Q6IE38","MCM3","SPINK14",-0.0397483769161081,0,0.5,0.125,-1,0,1,0.364408
"P25786:P51788","PSMA1","CLCN2",0.0712003503516679,0.156014223871367,0.311471861471861,0.229499072356215,-1,0,1,0.7701987186
"P25786:Q86YT9","PSMA1","JAML",-0.00882318914377198,0.16359126984127,0.541666666666667,0.833333333333333,-1,0,1,0.596634498
"P25205:Q6NUI6","MCM3","CHADL",-0.18724079415938,0.0909090909090909,0.361111111111111,0.288888888888889,-1,0,1,4.922702928
"P25205:Q8N8R3","MCM3","SLC25A29",0.0482212231195155,0.091638608305275,0.40625,0.131519274376417,-1,0,1,2.887354602
"P25705:Q9UI10","ATP5F1A","EIF2B4",0.130800469679405,0.151079980625435,0.375,0.829523809523809,-1,0,1,39.1843401474
"P25398:Q6UB35","RPS12","MTHFD1L",0.281138121851392,0.12827380952381,0.642857142857143,0.216666666666667,-1,0,1,2.180997
"P24557:Q16695","TBXAS1","H3-4",-0.0511163873308144,0.102272727272727,0.459333333333333,0.888888888888889,-1,0,1,1.161416861682
"P25398:Q13515","RPS12","BFSP2",0.370495224691368,0.121753246753247,0.373333333333333,0.97887323943662,-1,0,1,1.27216836
"P24588:Q8N6N7","AKAP5","ACBD7",0.755827461676098,0.1,0,0.722222222222222,-1,0,1,1.88756194
"P25398:Q9NZI2","RPS12","KCNIP1",-0.501060659238219,0.117647058823529,0.301851851851852,0.777087646652864,-1,0,1,0.17220834221976
"P25786:Q9ULW5","PSMA1","RAB26",-0.207804319366256,0.142013888888889,0.190656565656566,0.561111111111111,-1,0,1,0.2402287338528
"P24588:P41159","AKAP5","LEP",-0.0801379353902956,0.165416972964143,0.625,0.59375,-1,0,1,1.1757
"P25398:Q9C0D7","RPS12","ZC3H12C",0.430587733312911,0.2,0.5,0.405,-1,0,1,0.3086518182
"P24588:Q8IWU4","AKAP5","SLC30A8",-0.0646941159720228,0.112051066217733,0.458042328042328,0.941383219954649,-1,0,1,17.08344
"P25101:Q13356","EDNRA","PPIL2",0.373161814192131,0.218333333333333,0.319727891156463,0.609876543209876,-1,0,1,4.9243994631
"P24386:P62316","CHM","SNRPD2",0.666360266974581,0.101327838827839,0.378075396825397,0.982142857142857,-1,0,1,7.6180880583
"P24588:Q9H6W3","AKAP5","RIOX1",-0.0553438709487939,0.157738095238095,0.26,0.262159863945578,-1,0,1,3.9072532158
"P25490:Q16543","YY1","CDC37",0.832178127281096,0.154315476190476,0.486936936936937,0.991525423728814,-1,0,1,5.058438259875
"P63146:Q6AI12","UBE2B","ANKRD40",0.0746819932764887,0.333333333333333,0.5,0.973684210526316,-1,0,1,3.30711162
"P63104:Q13363","YWHAZ","CTBP1",0.381265724561549,0.407145550527903,0.605555555555556,0.921618204804046,-1,0,1,3.65277840062377
"P63000:Q5FYA8","RAC1","ARSH",0.246011262941193,0,0.6,0.161904761904762,-1,0,1,2.99368164225942
"P63146:Q9Y2K9","UBE2B","STXBP5L",0.083345269834249,0.12037037037037,0.511111111111111,0.662698412698413,-1,0,1,5.4550540066
"P62906:Q9Y639","RPL10A","NPTN",0.245238889899874,0.0969635523206952,0.463888888888889,0.763888888888889,-1,0,1,1.0192834476
"P62906:Q9H0R5","RPL10A","GBP3",0.452462720098464,0.127075702075702,0.473333333333333,0.8133541295306,-1,0,1,0.630433854
"P62979:Q9UK32","RPS27A","RPS6KA6",0.136979706698003,0.107198973865641,0.513333333333333,0.145047619047619,-1,0,1,5.56129365797224
"P62891:Q96T75","RPL39","DSCR8",-0.138532732439368,0,0,0.25,-1,0,1,0.34960004
"P62993:Q8WVK7","GRB2","SKA2",0.440585855321231,0.151547619047619,0.681809523809524,0.866666666666667,-1,0,1,1.059977358
"P62993:Q9H115","GRB2","NAPB",0.137926680783961,0.149305555555556,0.408333333333333,0.969047619047619,-1,0,1,195.212634337296
"P62987:Q6ISU1","UBA52","PTCRA",0.419071412047428,0.0666666666666667,1,1,-1,0,1,0.87977513406486
"P62945:Q9NX70","RPL41","MED29",-0.0545518709587687,0.0688057040998217,0.323809523809524,0.981818181818182,-1,0,1,3.30711162
"P62979:Q9Y2Z9","RPS27A","COQ6",0.38322202491407,0.166666666666667,0.291666666666667,0.59077380952381,-1,0,1,0.58400002248378
"P62979:Q9H4B0","RPS27A","OSGEPL1",0.62418146543526,0.111111111111111,0.5,0.4,-1,0,1,6.379680125
"P62913:Q96MA1","RPL11","DMRTB1",-0.125237231105236,0.170454545454545,0.35,0.725925925925926,-1,0,1,1.13859228
"P62913:Q6NT89","RPL11","TRNP1",0.139079720500133,0.154761904761905,0.244444444444444,0.5,-1,0,1,0.1917543186
"P62913:Q92624","RPL11","APPBP2",0.38180916536473,0.148571428571429,0.320833333333333,0.982738095238095,-1,0,1,1.3807500546
"P62910:P63279","RPL32","UBE2I",0.744780174692489,0.157280525846702,0.494835680751174,0.236489898989899,-1,0,1,10.9640204386643
"P62993:Q5TKA1","GRB2","LIN9",0.367378833389323,0.207222222222222,0.95,0.892857142857143,-1,0,1,9.1602370314
"P23396:P52735","RPS3","VAV2",0.434140285196488,0.177824463118581,0.973484848484849,0.464625850340136,-1,0,1,295.760572009155
"P48431:Q9NZL9","SOX2","MAT2B",-0.32368588418123,0.146825396825397,0.355555555555556,0.858823529411765,-1,0,1,0.806132019
"P48552:Q8WXH4","NRIP1","ASB11",0.0408640836772087,0.0950799200799201,0.68125,0.25,-1,0,1,2.357607696
"P48551:Q5T9S5","IFNAR2","CCDC18",0.608938432574338,0,0.5,0,-1,0,1,1.059977358
"P22001:Q9NX24","KCNA3","NHP2",0.179290948367462,0.081637498304165,0.304308390022676,0.504761904761905,-1,0,1,0.12492783027648
"P21728:Q8TDQ7","DRD1","GNPDA2",-0.0293984832398504,0.10007215007215,0.466666666666667,0.81043956043956,-1,0,1,1.87853346
"P22415:Q0VGL1","USF1","LAMTOR4",0.568701892940161,0.112344221435131,0.149943310657596,0.859943977591036,-1,0,1,6.691276288
"P22736:Q9P086","NR4A1","MED11",0.126272805670658,0.525657894736842,0.322222222222222,0.894444444444444,-1,0,1,5.034967938
"P22674:P62304","CCNO","SNRPE",-0.12469842807549,0.119505494505495,0.300948660714286,0.979166666666667,-1,0,1,4.23045359485308
"P21757:P39019","MSR1","RPS19",0.0615723883735022,0.115995670995671,0.408637873754153,0.701754385964912,-1,0,1,4.368341707884
"P22681:P78333","CBL","GPC5",-0.0842373856039355,0.205555555555556,0.425227963525836,1,-1,0,1,0.681717888
"P22459:Q8WUW1","KCNA4","BRK1",-0.235987072761062,0.111945125581489,0.374358974358974,0.983796296296296,-1,0,1,1.40296281
"P22681:Q9C0F1","CBL","CEP44",0.599354722938892,0.148571428571429,0.4,0.990740740740741,-1,0,1,4.226528656
"P22087:Q15762","FBL","CD226",0.483925051776924,0.109150849150849,0.722222222222222,0.852564102564102,-1,0,1,0.556024392
"P22415:Q96F46","USF1","IL17RA",0.493000764302507,0.1077223945645,0.357142857142857,0.755102040816326,-1,0,1,1.8530356392
"P22681:P32245","CBL","MC4R",-0.139751949273757,0.214023168189835,0.904761904761905,0.538194444444444,-1,0,1,1.761104544
"P22681:Q9BW91","CBL","NUDT9",0.119879082666143,0.10989010989011,0.350925925925926,0.34375,-1,0,1,1.164601392
"P22681:Q6ZVT0","CBL","TTLL10",0.418068817262632,0.142857142857143,1,0.887422360248447,-1,0,1,19.581686982
"P22004:Q8NB91","BMP6","FANCB",-0.0376038227595716,0.0947115384615385,0.44,1,-1,0,1,2.8404912
"P22307:Q00597","SCP2","FANCC",0.492233387322548,0.125800865800866,0.7,1,-1,0,1,0.283134291
"P22314:P28066","UBA1","PSMA5",0.546025271340891,1,0.791996557659208,1,-1,0,1,4.35153740114016
"P21728:Q9UH77","DRD1","KLHL3",-0.0138822146375208,0.118125352907962,0.252136752136752,0.822222222222222,-1,0,1,0.81947969792304
"P22455:Q0VGL1","FGFR4","LAMTOR4",-0.0711922259163661,0.170616883116883,0.1609410430839,0.859943977591036,-1,0,1,1.2538980736128
"P22607:Q5VYX0","FGFR3","RNLS",-0.282341342348427,0.143127705627706,0.875,0.295408163265306,-1,0,1,8.307061191
"P48729:Q9BWG4","CSNK1A1","SSBP4",0.218547924398422,0.111111111111111,1,0.946666666666667,-1,0,1,0.62666635789548
"P48431:Q16534","SOX2","HLF",0.210226895523978,0.63,0.585714285714286,0.568300653594771,-1,0,1,0.917190912
"P49005:P55089","POLD2","UCN",-0.0725570740306013,0.078496075003428,0.422222222222222,0.363333333333333,-1,0,1,0.4508480304
"P49005:Q629K1","POLD2","TRIQK",0.289280957879999,0,0.25,0,-1,0,1,1.0144080684
"P49146:P62070","NPY2R","RRAS2",-0.121905225760802,0.131944444444444,0.532312925170068,0.658702408702409,-1,0,1,3.39424008
"P48551:Q9BQ48","IFNAR2","MRPL34",0.0240520085050113,0.118055555555556,0.189484126984127,0.25,-1,0,1,0.281780019
"P48436:Q13951","SOX9","CBFB",-0.0801260075567204,0.253702731092437,0.976950354609929,0.864814814814815,-1,0,1,0.402336297
"P48730:Q9BZL1","CSNK1D","UBL5",0.421196734382245,0.392592592592593,0.588888888888889,0.982558139534884,-1,0,1,3.00970886414833
"P48730:Q96JB5","CSNK1D","CDK5RAP3",0.69210311334374,0.145026154401154,0.427536231884058,0.722222222222222,-1,0,1,6.9930611487
"P48448:Q2MKA7","ALDH3B2","RSPO1",0.100619765454882,0.098982683982684,0.45,0.859375,-1,0,1,0.649676896
"P48729:Q9UMS5","CSNK1A1","PHTF1",0.0696583628579512,0,0.416666666666667,0,-1,0,1,2.36274675
"P48551:Q96EN8","IFNAR2","MOCOS",0.00443168362238059,0.115277777777778,0.5,0.585119047619048,-1,0,1,1.3807500546
"P48552:Q04323","NRIP1","UBXN1",0.63210989678158,0.104375453885258,0.614285714285714,0.847619047619048,-1,0,1,2.301018
"P48551:Q8WWB7","IFNAR2","GLMP",0.28806558316334,0.114285714285714,0.319444444444444,0,-1,0,1,1.562071896
"P48595:Q92558","SERPINB10","WASF1",-0.109229798909974,0.0664841694253459,0.331666666666667,0.120338804713805,-1,0,1,2.1473408
"P48552:Q8NHZ8","NRIP1","CDC26",0.583162377205781,0.111804861804862,0.698170731707317,1,-1,0,1,3.8216288
"P48552:Q8NEF9","NRIP1","SRFBP1",0.712301900154058,0.0909090909090909,0.437037037037037,0.25,-1,0,1,3.07125
"P62851:Q96AE4","RPS25","FUBP1",0.780426489380186,0.0756410256410256,0.58,0.845,-1,0,1,22.458788414799
"P62861:Q86WR6","FAU","CHCT1",0,0,1,0,-1,0,0,0
"P62873:P63104","GNB1","YWHAZ",0.618828231294056,0.23215811965812,0.646041666666667,0.990037950664137,-1,0,1,2020745.1069357
"P62847:Q9BYB0","RPS24","SHANK3",-0.0829308516577782,0.10461122961123,0.372727272727273,0.81547619047619,-1,0,1,1.32909265728647
"P62879:Q96M53","GNB2","TBATA",-0.0554699901437675,0.133333333333333,0.666666666666667,1,-1,0,1,1.392147162
"P62851:Q8N697","RPS25","SLC15A4",0.572768066063955,0.0818807515236087,0.181051587301587,0.437464985994398,-1,0,1,0.47762451
"P62851:Q9Y5R2","RPS25","MMP24",-0.191041498608596,0.181948953823954,0.319444444444444,0.225714285714286,-1,0,1,2.165231112
"P62891:Q7RTS5","RPL39","OTOP3",0.0607113439326806,0.1,0.416666666666667,0.217222222222222,-1,0,1,0.4333452
"P62837:Q8IY49","UBE2D2","MMD2",0.0223743803583191,0.0822510822510822,0.35,0.892857142857143,-1,0,1,3.36768306
"P62841:Q9H4I3","RPS15","TRABD",0.564994680673108,0.142857142857143,0.305555555555556,0.166666666666667,-1,0,1,0.934904736
"P62854:Q6UY09","RPS26","CEACAM20",0.208191393470386,0.137857142857143,0.583333333333333,0.25,-1,0,1,2.3407422456
"P62873:Q9NUK0","GNB1","MBNL3",-0.257025656164196,0.165238095238095,0.714285714285714,0.491666666666667,-1,0,1,3.3656570496
"P62847:Q13361","RPS24","MFAP5",0.228346146182155,0.138636363636364,0.354545454545455,0.5,-1,0,1,0.7701987186
"P62861:Q9GZV1","FAU","ANKRD2",-0.153872156863316,0.0848274410774411,0.637037037037037,0.433333333333333,-1,0,0,0
"P62877:Q6L8H4","RBX1","KRTAP5-1",0.119549380159081,0,0.583333333333333,1,-1,0,1,0.41136186
"P62861:Q9NR55","FAU","BATF3",0.364661459767549,0.0912972240178123,0.455555555555555,0.892695473251029,-1,0,0,0
"P62847:Q538Z0","RPS24","LUZP6",0,0,0,0,-1,0,1,0.0472779384
"P62857:Q9BZQ6","RPS28","EDEM3",0.432877736761568,0.226388888888889,0.35,0.116666666666667,-1,0,1,0.23560911
"P62879:Q7Z553","GNB2","MDGA2",-0.31932152225561,0.111111111111111,0.666666666666667,0,-1,0,1,4.934555472
"P62837:Q9UKP5","UBE2D2","ADAMTS6",0.459930170256714,0.224603174603175,0.416666666666667,0.16984126984127,-1,0,1,8.9953436064
"P07900:Q9UJ42","HSP90AA1","GPR160",-0.196452079599683,0.25,0.625,0.833333333333333,-1,0,1,2.52740004
"P07988:P62273","SFTPB","RPS29",0.00885586714419326,0.177777777777778,0.40421768707483,0.196428571428571,-1,0,1,0.2665629339
"P08253:Q99593","MMP2","TBX5",0.125594913353778,0.223725750140844,0.475170068027211,0.602777777777778,-1,0,1,14.42805
"P07814:Q96EX1","EPRS1","SMIM12",0.306679237632004,0,0.6,1,-1,0,1,3.793603176
"P07900:Q5XKK7","HSP90AA1","FAM219B",0.237919111485328,0,0,1,-1,0,1,1.443677301
"P07900:P50553","HSP90AA1","ASCL1",0.458387991242586,0.165954779347636,0.581944444444444,0.579976851851852,-1,0,1,12.227187456
"P08172:Q9BXU3","CHRM2","TEX13A",-0.0311478335812467,0,0,0.791666666666667,-1,0,1,2.287319562
"P07814:Q1RMZ1","EPRS1","SAMTOR",0,0,0,0,-1,0,1,2.087803312
"P07814:P28482","EPRS1","MAPK1",0.267666577407963,0.0994660423384332,0.784467120181406,0.882699805068226,-1,0,1,967.333711162513
"P07900:Q9BY15","HSP90AA1","ADGRE3",-0.19734129831539,0.222222222222222,0.707142857142857,0.166666666666667,-1,0,1,6.548305104
"P08253:Q9BXX0","MMP2","EMILIN2",0.62707015551788,0.203483245149912,0.726851851851852,0.333333333333333,-1,0,1,3.615679296
"P07864:Q9UNS2","LDHC","COPS3",0.523695810957404,0.0835336538461538,0.557142857142857,1,-1,0,1,0.7329460116
"P08237:P63146","PFKM","UBE2B",0.466208879354233,0.104319781525664,0.448739495798319,0.605994152046784,-1,0,1,5.688342731232
"P08253:Q8IVV8","MMP2","NKAIN4",-0.389759820413035,0.125,1,1,-1,0,1,2.749789728
"P08253:P09466","MMP2","PAEP",0.189542023264877,0.188888888888889,1,0.96875,-1,0,1,6.5459661036
"P07900:Q8WTQ1","HSP90AA1","DEFB104A; DEFB104B",0,0,0,0,-1,0,1,0.359676516
"P07766:Q6PII3","CD3E","CCDC174",0.221145676414412,0,0.4,1,-1,0,1,0.355002615
"P08138:Q9NVX0","NGFR","HAUS2",0.191613133463525,0.147970085470085,0.775806451612903,1,-1,0,1,1.36514007072
"P08311:P24588","CTSG","AKAP5",-0.221970657643684,0.151818783068783,0.449673202614379,0.78921568627451,-1,0,1,20.934420144
"P07814:Q96CM3","EPRS1","RPUSD4",0.449509809114974,0.141865079365079,0.29,0.483549783549784,-1,0,1,3.804046871625
"P46663:Q9UI10","BDKRB1","EIF2B4",0.354626953200435,0.172360972360972,0.266666666666667,0.829523809523809,-1,0,1,0.7126
"Q16552:Q6XYQ8","IL17A","SYT10",-0.0778706970208219,0.153968253968254,0.25,0.372023809523809,-1,0,1,6.6957024
"Q16543:Q8NFH5","CDC37","NUP35",0.580800864599139,0.133888888888889,0.34390243902439,0.768518518518518,-1,0,1,149.1388902549
"Q16540:Q9NPF7","MRPL23","IL23A",0.133525174390926,0.0756746654705838,0.39,0.851851851851852,-1,0,1,0.6960590199675
"Q16613:Q4KWH8","AANAT","PLCH1",0.747353726749193,0.117460317460317,0.513888888888889,0.122222222222222,-1,0,1,5.0922032
"Q16630:Q6B0B8","CPSF6","TIGD3",0.23245631956233,0,1,0.875,-1,0,1,9.088066944
"Q16543:Q9UKM9","CDC37","RALY",0.780461524238289,0.111915535444947,0.188888888888889,0.782142857142857,-1,0,1,59.073838272
"Q16181:Q4VXA5","SEPTIN7","KHDC1",0.46020650808594,0,0.5,0.25,-1,0,1,0.3226814463
"Q16619:Q96JC1","CTF1","VPS39",0.557113734476481,0.122453703703704,0.219146825396825,1,-1,0,1,4.8654016614
"Q16637:Q16799","SMN1; SMN2","RTN1",0,0,0,0,-1,0,1,7.770503488
"Q16543:Q6UXD1","CDC37","HRCT1",0.284405390071278,0,0.5,0,-1,0,1,0.8825784
"Q15907:Q9ULT0","RAB11B","TTC7A",0.287662761559982,0.257051282051282,0.416666666666667,1,-1,0,1,13.1923285411277
"Q15906:Q96F81","VPS72","DISP1",0.439566548049181,0.130609668109668,0.5,0.733333333333333,-1,0,1,13.1771423232
"Q15906:Q9GZT4","VPS72","SRR",0.750794806882983,0.0884615384615385,0.476190476190476,0.289356575963719,-1,0,1,1.288998185125
"Q16181:Q96JA1","SEPTIN7","LRIG1",0.298524952937567,0.169444444444444,0.366666666666667,1,-1,0,1,1.7752045330404
"Q16204:Q9UBQ5","CCDC6","EIF3K",0.578727003904487,0.146666666666667,0.644444444444444,0.811111111111111,-1,0,1,5.0922032
"Q15904:Q9H3U5","ATP6AP1","MFSD1",0.249429477713408,0.120039682539683,0.388888888888889,0.3125,-1,0,1,7.04453124375
"Q16552:Q7Z449","IL17A","CYP2U1",0.107649478950991,0.193030303030303,0.278571428571429,0.174458874458874,-1,0,1,2.7714
"Q16181:Q9UEU5","SEPTIN7","GAGE2D; GAGE8",0,0,0,0,-1,0,1,0.43107592
"Q15904:Q86XM0","ATP6AP1","CATSPERD",-0.0184160856294286,0.119365079365079,0.533333333333333,1,-1,0,1,1.6027506
"Q16613:Q9H252","AANAT","KCNH6",0.0199881554033554,0.1125,0.277777777777778,0.0833333333333333,-1,0,1,9.379315472
"Q16633:Q9BXL6","POU2AF1","CARD14",-0.048318423669443,0.123863636363636,0.177248677248677,0.9,-1,0,1,3.462698176
"Q16552:Q7Z4L0","IL17A","COX8C",-0.028786166088763,0.125,0.195833333333333,0,-1,0,1,1.4958475776
"Q16181:Q99653","SEPTIN7","CHP1",-0.376727238156732,0.116041574912543,0.263305322128851,0.636825396825397,-1,0,1,4.565612142
"Q16555:Q5VTR2","DPYSL2","RNF20",0.282280045175159,0.155511463844797,0.283597883597884,0.788562091503268,-1,0,1,2.33597
"Q16548:Q6P1L6","BCL2A1","ZNF343",-0.0455071091138683,0.1,0.2,0.875352733686067,-1,0,1,1.6027506
"Q15910:Q92623","EZH2","TTC9",0.311616994565732,0.333333333333333,0,0,-1,0,1,10.907486208
"Q16552:Q7Z3H0","IL17A","ANKRD33",-0.024147921185535,0.25,0.35,1,-1,0,1,1.41364992
"Q15906:Q8IZ08","VPS72","GPR135",0.323880159322518,0.333333333333333,0.214285714285714,0.722222222222222,-1,0,1,0.2163325332
"Q16543:Q2TB10","CDC37","ZNF800",0.773743096231164,0.163636363636364,0.2,0.233333333333333,-1,0,1,4.553077632
"Q15904:Q6ZMC9","ATP6AP1","SIGLEC15",0.274576641231408,0.0939393939393939,0.777777777777778,0,-1,0,1,1.609345188
"Q16514:Q7Z4L0","TAF12","COX8C",0.405036019940162,0.0833333333333333,0.263888888888889,0,-1,0,1,0.863927874
"Q16548:Q8IYA7","BCL2A1","MKX",-0.150789072648936,0.130357142857143,0.35,0.17037037037037,-1,0,1,5.561612672
"Q15942:Q9P2G1","ZYX","ANKIB1",0.264048899699682,0.0954545454545455,0.583333333333333,0.396825396825397,-1,0,1,24.229389936
"Q16630:Q9ULX6","CPSF6","AKAP8L",0.729454854984756,0.225055427029111,0.470833333333333,0.936805555555556,-1,0,1,28.1870281875
"Q16548:Q96P66","BCL2A1","GPR101",-0.0599719622025014,0.145833333333333,0.291666666666667,0.958333333333333,-1,0,1,5.86403064
"Q15942:Q9H7Z6","ZYX","KAT8",0.425078828671919,0.119029581529582,0.260991307543032,0.298371794871795,-1,0,1,9.6422850916623
"Q15935:Q9GZQ8","ZNF77","MAP1LC3B",0.376917643310029,0.0648138422035481,0.236375661375661,0.967320261437909,-1,0,1,1.75690968966576
"Q16348:Q93038","SLC15A2","TNFRSF25",0.135292279623559,0.119662480376766,0.8,0.196428571428571,-1,0,1,1.164601392
"Q16633:Q9Y4E1","POU2AF1","WASHC2C",0.286621252939862,0.104636752136752,0.170995670995671,0.588208616780045,-1,0,1,0.289714856232
"Q16543:Q8IYA8","CDC37","IHO1",0.103670143529315,0.146031746031746,0.142857142857143,1,-1,0,1,1.278009414
"Q16548:Q9Y6I3","BCL2A1","EPN1",-0.147811577384711,0.149003774003774,0.618045112781955,0.866666666666667,-1,0,1,0.32210112
"Q16181:Q96PQ6","SEPTIN7","ZNF317",0.297283292779195,0.0769230769230769,1,0.896296296296296,-1,0,1,2.60778587440896
"Q16540:Q9Y5S8","MRPL23","NOX1",0.194455893806459,0.128935647685648,0.304487179487179,0.425074404761905,-1,0,1,1.305506994
"Q15910:Q8TEW6","EZH2","DOK4",0.121020337042932,0.216666666666667,0.5,1,-1,0,1,10.907486208
"Q15906:Q8NFH5","VPS72","NUP35",0.518715844235629,0.112455322455322,0.35609756097561,0.768518518518518,-1,0,1,6.3310379436
"Q15906:Q8WUD4","VPS72","CCDC12",0.667059222089354,0,0.761904761904762,1,-1,0,1,6.3310379436
"Q16534:Q9BYC9","HLF","MRPL20",0.221926936983489,0.142857142857143,0.217566287878788,0.425,-1,0,1,0.4802060076
"Q16543:Q7Z4Q2","CDC37","HEATR3",0.652077654219557,0.17,0,1,-1,0,1,7.381171776
"Q16630:Q96F07","CPSF6","CYFIP2",0.139664714936077,0.103001410354352,0.39537037037037,0.7,-1,0,1,12.5414107
"Q16515:Q8IX90","ASIC2","SKA3",-0.115329628351987,0.17985902985903,0.196741854636591,0.933333333333333,-1,0,1,0.865485324
"O95125:Q15750","ZNF202","TAB1",0.741781345313863,0.109623940873941,0.480797101449275,0.896373456790123,-1,0,1,3.42228795862107
"O95257:Q9P0V3","GADD45G","SH3BP4",-0.00576628705770349,0.174090909090909,0.470833333333333,0.878489326765189,-1,0,1,1.941753696
"O95154:Q9NRE2","AKR7A3","TSHZ2",-0.193235946529421,0.0769230769230769,0.35,0.86875,-1,0,1,0.304156248
"O95076:Q9Y294","ALX3","ASF1A",0.146699716713647,0.129315476190476,0.463636363636364,0.196296296296296,-1,0,1,0.168973271247
"O95169:Q9H0X6","NDUFB8","RNF208",0.678292556903641,0.0871212121212121,0.2,0.121994134897361,-1,0,1,0.223383
"O95190:Q9NYW4","OAZ2","TAS2R5",0.395655596069313,0.148214285714286,0.380952380952381,0.661904761904762,-1,0,1,0.13332
