ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,LIA_std,LIA_median,LIA_top5_avg,LIA_top10_avg,LIA_percentage,min_pae_inter,top5_pae_inter,interface_residues_a,interface_residues_b,mean_participation,pae_inter_25th,pae_inter_50th,pae_inter_75th,total_pae_below_cutoff,normalized_interchain,normalized_total,cLIS,cLIA,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_median,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
Q1RMZ1:Q6NX45,0.0991382782185479,0.667,Q1RMZ1,Q6NX45,0.12,0.174,0.39,58.22,26.783,0.32,0.0,0,30.737,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,95117,0.0,0.1206235796607418,0.0,0,63.475,58.696,68.253,0.11,0.11,0.109,0.111,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P06733:P06733,0.6884529320304428,0.981,P06733,P06733,0.94,0.942,0.95,94.8,3.836,0.94,0.655,365128,4.613,4.143,0.13,0.683,0.927,0.922,96.925,0.933,"[0.933, 0.933, 0.925, 0.925, 0.917]",98.84792626728112,98.84792626728112,98.84792626728112,0.6083333333333333,0.6833333333333332,0.7416666666666667,733979,0.9692497186179364,0.9741911592941026,0.864,246,96.489,96.49,96.489,0.97,0.97,0.97,0.971,0.87,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P06733:P45973,0.2469170403482283,0.785,P06733,P45973,0.12,0.232,0.68,83.36,16.753,0.31,0.0,0,30.067,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,192917,0.0,0.49386752,0.0,0,84.451,78.407,90.496,0.109,0.109,0.101,0.117,0.01,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P06734:P06734,0.3595206729504095,0.843,P06734,P06734,0.33,0.344,0.4,70.49,22.06,0.56,0.125,4459,24.498,10.498,0.104,0.1,0.553,0.539,2.164,0.567,"[0.567, 0.558, 0.55, 0.55, 0.542]",46.41744548286604,46.10591900311526,46.26168224299065,0.0499999999999999,0.0999999999999999,0.1666666666666666,67978,0.0216370182742791,0.1649294940848788,0.348,78,67.92,67.731,68.109,0.377,0.377,0.375,0.379,0.021,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P06746:P06746,0.5735815906172667,0.924,P06746,P06746,0.14,0.208,0.48,84.7,18.383,0.22,0.0,0,28.522,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,162460,0.0,0.3619068834929828,0.0,0,79.729,80.03,79.428,0.125,0.125,0.125,0.125,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P06748:P06748,0.5850172993133409,0.932,P06748,P06748,0.31,0.322,0.37,60.11,26.167,0.55,0.217,5949,28.028,9.392,0.153,0.192,0.707,0.682,3.441,0.733,"[0.733, 0.725, 0.7, 0.692, 0.683]",34.01360544217687,33.6734693877551,33.84353741496598,0.0833333333333333,0.1916666666666667,0.3416666666666666,38741,0.0344127446897126,0.1120511129621916,0.346,170,93.036,93.066,93.005,0.593,0.593,0.56,0.626,0.137,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P06753:P06753,0.4734438801985287,0.886,P06753,P06753,0.11,0.136,0.24,59.8,24.567,0.59,0.0,0,30.144,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,44287,0.0,0.1363096337334564,0.0,0,60.924,61.005,60.842,0.12,0.12,0.12,0.12,0.009,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P06850:P06850,0.0811640272139185,0.667,P06850,P06850,0.19,0.194,0.21,45.09,26.634,0.64,0.311,878,27.858,8.273,0.211,0.3,0.753,0.739,1.143,0.775,"[0.775, 0.775, 0.742, 0.742, 0.733]",27.55102040816326,28.57142857142857,28.061224489795915,0.1083333333333333,0.3,0.4916666666666667,8490,0.0114275301957517,0.0552504164931278,0.458,107,51.744,51.538,51.951,0.517,0.517,0.515,0.518,0.022,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P06850:P34998,0.5633736122294047,0.916,P06850,P34998,0.74,0.716,0.62,67.65,19.919,0.92,0.505,26024,25.424,5.936,0.231,0.542,0.883,0.883,14.952,0.883,"[0.883, 0.883, 0.883, 0.883, 0.883]",22.448979591836736,73.87387387387388,48.1614267328553,0.3333333333333333,0.5416666666666666,0.7000000000000001,130264,0.1495219709505423,0.31802734375,0.753,224,77.027,71.88,82.174,0.665,0.665,0.663,0.668,0.106,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P06899:P06899,0.4859071715699745,0.892,P06899,P06899,0.4,0.408,0.44,57.9,20.654,0.62,0.391,8365,21.755,7.313,0.17,0.417,0.73,0.725,26.345,0.733,"[0.733, 0.733, 0.733, 0.725, 0.725]",55.55555555555556,55.55555555555556,55.55555555555556,0.2666666666666666,0.4166666666666667,0.525,18734,0.2634479717813051,0.2950050390526581,0.548,261,73.967,74.145,73.789,0.565,0.565,0.564,0.566,0.056,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P06899:P0C0S5,0.6939395133658542,0.981,P06899,P0C0S5,0.68,0.678,0.67,73.51,15.249,0.88,0.616,15778,15.809,4.607,0.2,0.675,0.877,0.876,48.915,0.883,"[0.883, 0.875, 0.875, 0.875, 0.875]",73.80952380952381,69.53125,71.6703869047619,0.5416666666666666,0.6749999999999999,0.7583333333333333,32530,0.4891493055555556,0.5042160084320169,0.787,368,92.209,93.716,90.702,0.918,0.918,0.909,0.926,0.658,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P06899:P0CG47,0.066998516464654,0.636,P06899,P0CG47,0.09,0.132,0.3,74.58,22.894,0.21,0.0,0,29.659,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,26145,0.0,0.2074588375322356,0.0,0,75.968,82.234,69.702,0.137,0.137,0.143,0.132,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P06899:P10636,0.2089471998036525,0.759,P06899,P10636,0.21,0.21,0.21,42.25,29.803,0.24,0.0,0,30.366,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,19096,0.0,0.0244364366003972,0.0,0,63.646,83.188,44.104,0.146,0.146,0.166,0.126,0.01,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P06899:P16104,0.7179792107346414,0.981,P06899,P16104,0.73,0.722,0.69,77.78,15.31,0.95,0.709,17524,15.855,3.494,0.197,0.783,0.917,0.917,48.629,0.917,"[0.917, 0.917, 0.917, 0.917, 0.917]",75.39682539682539,67.83216783216784,71.61449661449662,0.6666666666666666,0.7833333333333333,0.8333333333333334,36221,0.4862914862914863,0.5005596937576872,0.864,378,97.129,97.035,97.223,0.975,0.975,0.976,0.974,0.894,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P06899:P48431,0.0433826111533941,0.636,P06899,P48431,0.36,0.344,0.28,53.69,27.909,0.69,0.278,1631,30.217,8.663,0.184,0.4,0.642,0.636,2.042,0.65,"[0.65, 0.65, 0.642, 0.633, 0.633]",71.42857142857143,4.100946372239748,37.76475890040559,0.1916666666666667,0.3999999999999999,0.5208333333333334,19466,0.0204171048019628,0.0991903143455508,0.329,27,77.327,94.951,59.702,0.597,0.597,0.523,0.671,0.13,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P06899:P49450,0.5729568767314217,0.924,P06899,P49450,0.43,0.43,0.43,61.36,21.446,0.67,0.361,7513,22.632,7.663,0.192,0.367,0.765,0.76,21.295,0.775,"[0.775, 0.767, 0.767, 0.758, 0.758]",54.761904761904766,47.85714285714286,51.30952380952381,0.2,0.3666666666666667,0.5333333333333333,17878,0.212953514739229,0.2526711515631183,0.491,235,81.241,84.476,78.006,0.575,0.575,0.574,0.576,0.078,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P06899:P62805,0.6286582432461497,0.953,P06899,P62805,0.53,0.53,0.53,68.76,17.339,0.74,0.43,9879,18.137,6.835,0.211,0.45,0.833,0.825,38.061,0.858,"[0.858, 0.842, 0.825, 0.825, 0.817]",69.04761904761905,70.87378640776699,69.96070272769302,0.2666666666666666,0.45,0.6083333333333333,21512,0.3806056403143781,0.4102133826586068,0.509,341,84.173,87.113,81.233,0.715,0.715,0.712,0.719,0.188,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P07148:Q5U5R9,0.0371631875884326,0.636,P07148,Q5U5R9,0.13,0.234,0.65,75.85,18.852,0.3,0.0,0,30.569,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,341668,0.0,0.4190142615546308,0.0,0,75.675,64.062,87.288,0.114,0.114,0.11,0.117,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P07306:Q8IWW8,0.236627526713532,0.778,P07306,Q8IWW8,0.14,0.226,0.57,78.14,20.236,0.34,0.0,0,29.627,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,206444,0.0,0.3593054907721333,0.0,0,83.868,82.596,85.139,0.128,0.128,0.13,0.127,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P07306:Q9BTV5,0.1403064102533581,0.714,P07306,Q9BTV5,0.16,0.216,0.44,73.02,23.705,0.34,0.0,0,30.186,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,117792,0.0,0.1901806515986431,0.0,0,74.532,81.428,67.636,0.16,0.16,0.185,0.135,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P07510:P60369,0.0321331609439734,0.636,P07510,P60369,0.11,0.188,0.5,61.82,23.535,0.4,0.0,0,30.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,113737,0.0,0.2088281519671565,0.0,0,56.196,78.402,33.99,0.131,0.131,0.137,0.126,0.009,1,-1,HINT-binary-HQ-LC,not found in same PDB complex,False
P20248:Q12834,0.6159306954350268,0.94,P20248,Q12834,0.61,0.58,0.46,71.57,23.585,0.77,0.428,23139,28.325,6.868,0.223,0.467,0.885,0.884,5.367,0.892,"[0.892, 0.883, 0.883, 0.883, 0.883]",13.194444444444445,61.923847695390776,37.55914606991761,0.2666666666666666,0.4666666666666666,0.625,197140,0.0536698396793587,0.2274444743129882,0.625,247,80.799,72.253,89.346,0.593,0.593,0.592,0.594,0.088,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P20248:Q13415,0.4469783397179308,0.886,P20248,Q13415,0.54,0.502,0.35,62.9,26.946,0.69,0.38,5432,29.835,7.444,0.187,0.417,0.772,0.762,0.73,0.783,"[0.783, 0.783, 0.767, 0.767, 0.758]",57.87037037037037,1.509872241579559,29.69012130597497,0.25,0.4166666666666667,0.5416666666666666,199509,0.007302017464619,0.1193343417976145,0.631,73,83.698,91.165,76.232,0.567,0.567,0.563,0.572,0.085,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P20248:Q99741,0.2571356946512331,0.785,P20248,Q99741,0.47,0.462,0.43,63.01,24.328,0.63,0.235,9182,27.407,9.185,0.183,0.225,0.712,0.706,1.898,0.717,"[0.717, 0.717, 0.717, 0.708, 0.7]",56.94444444444444,6.428571428571428,31.686507936507937,0.0916666666666666,0.2249999999999999,0.3999999999999999,147966,0.0189773478835978,0.150362171566077,0.45,127,70.297,79.244,61.349,0.545,0.545,0.503,0.587,0.052,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P20382:P98175,0.0806119233955623,0.667,P20382,P98175,0.14,0.152,0.2,49.65,29.956,0.47,0.0,0,31.289,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,35806,0.0,0.0298625966931465,0.0,0,62.776,48.808,76.744,0.142,0.142,0.145,0.139,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P20700:Q9BPX1,0.4451955553560298,0.878,P20700,Q9BPX1,0.17,0.208,0.36,79.24,26.486,0.48,0.0,0,31.192,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,110969,0.0,0.1514447222464844,0.0,0,72.456,53.154,91.759,0.127,0.127,0.116,0.138,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P20853:Q9BYV8,0.1370767800171111,0.706,P20853,Q9BYV8,0.2,0.258,0.49,64.38,23.045,0.38,0.0,0,30.317,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,163351,0.0,0.2173119468290742,0.0,0,61.852,80.575,43.129,0.164,0.164,0.174,0.154,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P20962:Q8WU43,0.0358308151253834,0.636,P20962,Q8WU43,0.04,0.064,0.16,51.63,26.895,0.36,0.0,0,30.54,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,3254,0.0,0.0873580498805337,0.0,0,51.693,48.868,54.517,0.108,0.108,0.112,0.105,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P21145:Q5T700,0.0619732596418245,0.636,P21145,Q5T700,0.16,0.214,0.43,72.56,19.874,0.32,0.0,0,26.119,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,37957,0.0,0.2961596080022471,0.0,0,67.436,53.715,81.157,0.219,0.219,0.192,0.246,0.012,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
P21554:P21554,0.0814178301167885,0.667,P21554,P21554,0.16,0.208,0.4,59.04,24.881,0.39,0.0,0,29.545,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,153937,0.0,0.1727424321315714,0.0,0,70.129,70.072,70.187,0.14,0.14,0.14,0.14,0.01,1,0,HINT-binary-HQ-LC,no physical interaction,True
P21554:P62873,0.1016118225852085,0.686,P21554,P62873,0.18,0.234,0.45,68.56,21.547,0.34,0.0,0,27.819,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,171115,0.0,0.2595231017496178,0.0,0,64.242,46.97,81.515,0.148,0.148,0.146,0.151,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P21554:P63096,0.3800865825495376,0.855,P21554,P63096,0.6,0.602,0.61,68.61,20.06,0.72,0.331,68406,22.173,8.03,0.195,0.333,0.853,0.852,20.47,0.858,"[0.858, 0.858, 0.85, 0.85, 0.85]",53.60169491525424,48.87005649717514,51.23587570621469,0.1749999999999999,0.3333333333333333,0.4833333333333333,198741,0.2047005170927894,0.2912912076637607,0.662,151,84.456,84.473,84.439,0.843,0.843,0.844,0.843,0.355,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P21579:Q99584,0.0791064005154576,0.667,P21579,Q99584,0.15,0.19,0.35,70.51,24.384,0.34,0.0,0,29.453,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,48713,0.0,0.1801516272189349,0.0,0,78.961,69.761,88.162,0.141,0.141,0.132,0.15,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P21580:P51668,0.4302761383539606,0.878,P21580,P51668,0.24,0.278,0.43,65.48,25.768,0.44,0.0,0,29.465,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,141775,0.0,0.1614806445330074,0.0,0,74.638,64.913,84.363,0.133,0.133,0.119,0.146,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P21728:Q05901,0.0497222753121219,0.636,P21728,Q05901,0.15,0.204,0.42,69.21,23.311,0.33,0.0,0,29.801,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,171975,0.0,0.2104400794893883,0.0,0,70.809,65.932,75.686,0.121,0.121,0.123,0.119,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P22681:P62837,0.191041890420504,0.74,P22681,P62837,0.72,0.66,0.42,62.28,25.989,0.89,0.192,10268,27.436,9.695,0.117,0.183,0.642,0.619,3.855,0.7,"[0.7, 0.65, 0.625, 0.617, 0.617]",6.622516556291391,95.23809523809524,50.93030589719331,0.0999999999999999,0.1833333333333332,0.2750000000000001,141633,0.0385487528344671,0.1277343528055778,0.467,65,84.786,80.485,89.088,0.631,0.631,0.607,0.655,0.12,1,1,HINT-binary-HQ-LC,direct physical interaction,False
P23381:Q7Z2D5,0.1906847877877155,0.74,P23381,Q7Z2D5,0.22,0.256,0.4,60.76,26.765,0.46,0.0,0,30.164,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,208248,0.0,0.1367573005786876,0.0,0,60.771,77.214,44.327,0.124,0.124,0.129,0.118,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P23769:Q494U1,0.1208423921699307,0.706,P23769,Q494U1,0.15,0.17,0.25,42.88,29.859,0.51,0.0,0,31.235,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,37469,0.0,0.031479121316731,0.0,0,73.253,73.065,73.442,0.139,0.139,0.142,0.136,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P23946:P23946,0.3482846333837646,0.843,P23946,P23946,0.11,0.184,0.48,77.61,18.636,0.22,0.0,0,28.995,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,95332,0.0,0.390647281548624,0.0,0,83.174,83.037,83.311,0.122,0.122,0.122,0.121,0.01,1,1,HINT-binary-HQ-LC,direct physical interaction,True
P24046:Q13563,0.1428809784865299,0.714,P24046,Q13563,0.15,0.204,0.42,64.02,26.697,0.38,0.0,0,31.171,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,299976,0.0,0.1432680822367274,0.0,0,75.18,79.95,70.409,0.102,0.102,0.104,0.1,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P24593:Q9H9P2,0.4232678245359436,0.871,P24593,Q9H9P2,0.24,0.27,0.39,62.56,25.084,0.49,0.0,0,27.79,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,39857,0.0,0.1341873579665011,0.0,0,73.309,69.139,77.479,0.213,0.213,0.193,0.234,0.012,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
O94906:P83876,0.4937853001870574,0.892,O94906,P83876,0.72,0.668,0.46,77.37,22.951,0.8,0.311,6858,28.781,8.274,0.19,0.342,0.74,0.732,2.566,0.758,"[0.758, 0.742, 0.733, 0.733, 0.733]",4.144527098831031,94.3661971830986,49.25536214096481,0.15,0.3416666666666666,0.4833333333333333,220949,0.0256619418957956,0.1883801450947191,0.549,136,87.503,83.94,91.065,0.714,0.714,0.705,0.724,0.215,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75899:P62873,0.2137411020819644,0.759,O75899,P62873,0.23,0.286,0.51,72.51,22.948,0.38,0.0,0,30.443,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,390331,0.0,0.2378673228675148,0.0,0,77.501,71.273,83.729,0.152,0.152,0.159,0.146,0.011,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O94906:Q8WWY3,0.4249032549877959,0.871,O94906,Q8WWY3,0.38,0.388,0.42,72.66,24.997,0.55,0.178,4081,29.197,9.863,0.137,0.142,0.638,0.628,0.435,0.675,"[0.675, 0.633, 0.633, 0.625, 0.625]",18.809776833156217,17.43486973947896,18.122323286317588,0.0666666666666667,0.1416666666666666,0.25,244449,0.0043455667977826,0.1178862847222222,0.306,136,74.065,76.139,71.992,0.417,0.417,0.448,0.386,0.028,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75821:Q99613,0.3036511526783889,0.812,O75821,Q99613,0.19,0.25,0.49,66.62,25.833,0.4,0.0,0,30.771,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,247085,0.0,0.1625250199139769,0.0,0,61.655,68.106,55.203,0.111,0.111,0.113,0.109,0.009,1,0,HINT-binary-HQ-LC,no physical interaction,False
O94919:P49918,0.1361241385748453,0.706,O94919,P49918,0.39,0.394,0.41,65.86,26.606,0.65,0.239,5005,29.307,9.135,0.172,0.225,0.67,0.665,1.584,0.683,"[0.683, 0.667, 0.667, 0.667, 0.667]",38.4,7.59493670886076,22.99746835443037,0.0999999999999999,0.2249999999999999,0.3916666666666666,76350,0.0158386075949367,0.1146644319492502,0.554,60,78.258,83.72,72.797,0.658,0.658,0.622,0.694,0.117,0,-1,non-interacting pairs,not found in same PDB complex,False
O94907:Q96MU8,0.4679449163688506,0.886,O94907,Q96MU8,0.55,0.548,0.54,65.99,23.091,0.75,0.427,40000,25.817,6.875,0.196,0.458,0.855,0.848,15.896,0.867,"[0.867, 0.858, 0.85, 0.85, 0.85]",28.57142857142857,61.52219873150106,45.04681365146482,0.2916666666666667,0.4583333333333333,0.5916666666666667,140972,0.1589597672829007,0.2581332708319219,0.704,85,81.324,69.887,92.76,0.401,0.401,0.392,0.409,0.032,1,1,HINT-binary-HQ-LC,direct physical interaction,False
O75971:Q8IVV8,0.0973230800038674,0.667,O75971,Q8IVV8,0.17,0.22,0.42,66.27,23.133,0.47,0.044,6,28.684,11.467,0.063,0.062,0.102,0.089,0.015,0.183,"[0.183, 0.167, 0.067, 0.058, 0.033]",2.0408163265306123,0.0,1.020408163265306,0.0395833333333333,0.0625,0.1416666666666666,17594,0.0001471742543171,0.1878978170789012,0.025,2,82.045,83.58,80.509,0.249,0.249,0.219,0.279,0.016,0,-1,non-interacting pairs,not found in same PDB complex,False
O94888:Q02548,0.197263749147392,0.759,O94888,Q02548,0.19,0.206,0.27,59.26,28.764,0.48,0.015,4,30.685,11.825,0.012,0.025,0.029,0.029,0.001,0.05,"[0.05, 0.025, 0.025, 0.017, 0.0]",0.6134969325153374,0.0,0.3067484662576687,0.0229166666666666,0.025,0.03125,40849,1.046030575473721e-05,0.0527492252066115,0.013,1,65.267,64.439,66.096,0.189,0.189,0.166,0.212,0.011,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
O76011:Q9NSB4,0.7298958440436172,0.981,O76011,Q9NSB4,0.39,0.388,0.38,66.95,25.907,0.63,0.457,53708,26.129,6.52,0.241,0.467,0.887,0.885,12.006,0.892,"[0.892, 0.892, 0.883, 0.883, 0.883]",68.11926605504587,63.93762183235867,66.02844394370227,0.2583333333333333,0.4666666666666666,0.6666666666666666,113685,0.1200618774254698,0.1262323714941466,0.728,856,89.787,90.393,89.182,0.807,0.807,0.808,0.807,0.38,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
O75828:Q5QGZ9,0.0719445889308272,0.667,O75828,Q5QGZ9,0.12,0.198,0.51,82.08,19.852,0.29,0.0,0,29.624,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,102776,0.0,0.349859070546425,0.0,0,80.62,85.576,75.664,0.123,0.123,0.129,0.117,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O76014:P01570,0.0427935607714749,0.636,O76014,P01570,0.1,0.142,0.31,64.93,27.153,0.47,0.0,0,31.163,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,48252,0.0,0.1185424671534281,0.0,0,78.084,73.841,82.328,0.116,0.116,0.116,0.116,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O76011:Q53S33,0.2401930929553334,0.778,O76011,Q53S33,0.08,0.108,0.22,69.39,27.587,0.39,0.0,0,31.386,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,28787,0.0,0.097633025718249,0.0,0,84.003,91.695,76.311,0.1,0.1,0.101,0.099,0.009,-1,-1,unclear (exclude for analysis),not found in same PDB complex,False
O75822:O75822,0.7105726400515326,0.981,O75822,O75822,0.4,0.4,0.4,62.24,25.886,0.79,0.692,13404,26.96,3.699,0.232,0.792,0.92,0.918,10.069,0.925,"[0.925, 0.925, 0.917, 0.917, 0.917]",31.782945736434108,31.00775193798449,31.3953488372093,0.6083333333333333,0.7916666666666666,0.8583333333333334,34251,0.1006850549846764,0.1286393546060933,0.89,310,97.733,97.74,97.725,0.983,0.983,0.983,0.983,0.923,1,1,HINT-binary-HQ-LC,direct physical interaction,True
O75822:P05198,0.0,0.0,O75822,P05198,0.07,0.122,0.33,65.59,26.08,0.29,0.0,0,31.536,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,44518,0.0,0.1355896067663837,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-1,0,unclear (exclude for analysis),no physical interaction,False
O75934:P10620,0.0195578090296331,0.559,O75934,P10620,0.05,0.108,0.34,74.6,22.807,0.3,0.0,0,31.513,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,31882,0.0,0.2207894736842105,0.0,0,74.62,96.17,53.07,0.094,0.094,0.094,0.094,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O75822:P62861,0.0,0.0,O75822,P62861,0.05,0.088,0.24,70.13,27.466,0.36,0.0,0,31.579,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,17342,0.0,0.1134346321648864,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,1,1,HINT-binary-HQ-LC,direct physical interaction,False
