,ppi,co-expression,BP,CC,MF,SM,PrP,"max(SM,PrP)",PR,OR,PP,GO,EP,Total,label
2609,Q8TEY5:Q9NY12,0.2869407776933607,0.0743589743589743,0.5706004140786748,0.2705128205128205,0.15,3.84,3.84,0.0,0.0,1.5978,0.0,1.5818,9.7052161536,0
2610,P08621:P62308,0.2184935956844535,0.6875850340136054,0.459054834054834,0.903125,8.98,0.0,8.98,0.9127,5.2693,1.5978,24.11,2.7714,4610.79859589989,1
2611,P62310:Q9BS86,0.2390632187913959,0.175,0.296031746031746,0.0,0.54,0.0,0.54,0.0,0.0,0.993,0.0,1.1757,0.630433854,0
2613,P61960:P62829,0.7182958110885623,0.1145914236906884,0.4098310291858679,0.6434837092731829,0.24,0.0,0.24,4.0064,0.0,0.0,0.0,9.4687,9.1044959232,0
2616,O14718:Q9H081,0.178778148494252,0.1428571428571428,0.2666666666666666,1.0,0.24,0.0,0.24,0.0,0.0,2.416,0.0,1.1757,0.681717888,0
2617,P09693:Q86VE0,0.0014165324241623,0.1055555555555555,0.2,0.9224747474747476,0.15,9.75,9.75,0.0,0.0,2.416,0.0,0.7962,18.7552872,0
2618,O75132:P60369,0.1016150029307495,0.0,0.3214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,0.8888,1.42012464,0
2620,Q9BUR4:Q9NX24,0.6324495113979404,0.4,0.4947845804988661,0.5714285714285714,18.4,0.0,18.4,0.5125,0.6153,2.013,0.0,18.4426,215.40933980971,1
2622,P04637:P32780,0.6914077790653027,0.3078360885378429,0.9518518518518518,0.9434782608695652,0.8,7.40526,7.40526,0.0,0.0,2.013,69.61,3.9008,4047.71013184533,1
2623,P05204:Q75N03,0.7677868821655816,0.1110830527497194,0.3652380952380952,0.5087301587301588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9008,3.9008,0
2624,P43405:Q13330,0.1184302670203163,0.1786011374246668,0.4246697746697747,0.89004329004329,1.59,0.0,1.59,1.2535,0.6153,2.416,0.0,1.1757,3.48338779509778,0
2625,O14777:P05161,0.8376920204526261,0.1148366514437942,0.8285714285714285,0.925925925925926,7.68,0.0,7.68,3.8142,0.6153,2.013,0.0,1.5818,57.3914163884873,0
2626,P02708:P29353,-0.0982046834292287,0.1416477702191987,0.4717026378896883,0.1911556036556036,0.54,20.6892,20.6892,4.2492,0.0,2.416,2.07,1.1757,516.909679017688,0
2628,P10826:Q9NTW7,0.2518826226736942,0.5357142857142857,0.7333333333333334,0.938,0.24,3.52956,3.52956,0.0,0.0,2.416,0.4,2.1077,7.1892946906368,0
2629,Q8N2W9:Q9Y5E3,0.4846017083169472,0.1735827664399093,0.3749999999999999,0.5833333333333334,0.64,0.0,0.64,0.0,0.0,2.013,0.0,1.5818,2.037864576,0
2631,Q96JE9:Q9UQB8,0.3262376935347347,0.1170088683246578,0.3598755411255411,0.9739795918367348,2.49,21.035,21.035,0.5125,0.0,2.416,0.0,3.9008,101.5984307296,0
2633,P05388:P13639,0.7726083743303321,0.3023809523809523,0.514,0.5008169934640522,2.31,0.0,2.31,2.0764,9.2808,2.013,24.11,45.2798,97825.9105769329,1
2634,Q13098:Q15370,0.607286714893798,0.1444444444444444,0.6172839506172839,0.9393939393939392,1.52,0.0,1.52,2.3254,0.0,2.013,0.0,45.2798,322.173289099939,1
2635,O75558:P60410,0.0,0.0,0.3214285714285714,1.0,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.8888,1.7891544,0
2637,P05198:Q8NBS3,0.0270858900360146,0.1836410321704439,0.6111111111111112,0.2296176046176046,0.62,2.59,2.59,0.0,0.0,1.5978,0.0,1.1757,4.8654016614,0
2639,Q16819:Q8IUQ4,-0.0012846014874041,0.1355426737005684,0.4538461538461539,0.9328231292517004,5.21,15.871,15.871,0.5125,0.0,2.013,2.07,0.7962,26.985747656882,0
2640,Q8NAJ2:Q9H773,0.0711598792629156,0.0,0.0,0.7402777777777778,0.22,0.0,0.22,0.5125,0.0,0.8011,0.0,0.8888,0.08027999342,0
2641,P62854:Q9Y257,0.3692144100574619,0.0989478114478114,0.5851851851851853,0.1155555555555555,0.19,0.0,0.19,0.0,0.0,1.1933,0.0,1.5818,0.3586367686,0
2642,O43543:Q8N4P3,0.4939612119142348,0.0,0.0,0.9069444444444444,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,1.1757,1.87853346,0
2645,Q15050:Q9H6F5,0.3997308963298411,0.0,0.5772727272727273,0.75,0.0,0.0,0.0,0.5125,3.1392,0.0,0.0,45.2798,72.847953432,0
2647,P11216:P62068,0.140276313879498,0.0897831335331335,0.5666666666666667,0.6886363636363636,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,3.9008,6.23269824,0
2648,Q5T1B0:Q96NB3,0.2101242762558591,0.1178012463726749,0.4515151515151514,0.0,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.8888,1.7891544,0
2649,Q96E93:Q9P109,0.1614530766601291,0.1142902236652236,0.3333333333333333,0.1309523809523809,0.0,0.0,0.0,0.0,0.0,2.013,0.0,1.5818,3.1841634,0
2650,O95466:Q6P1K2,0.2351769003792808,0.210042735042735,0.5941176470588235,0.9583333333333336,0.56,0.0,0.56,0.0,0.0,2.416,0.0,2.1077,2.851633792,0
2652,P41235:Q9UI10,-0.2782875136028687,0.1881345926800472,0.4583333333333333,0.8295238095238094,0.64,7.40526,7.40526,0.0,0.0,2.013,10.8,2.1077,339.325608980081,0
2653,O95169:Q16537,0.331949471214152,0.125,0.2285714285714286,0.1217171717171717,0.19,0.0,0.19,0.5125,0.0,2.416,0.0,2.1077,0.4958532866,0
2654,P29372:Q9BQ75,0.5779157086666024,0.0,0.0,0.5,0.26,0.0,0.26,0.0,0.0,2.013,0.0,2.1077,1.103128026,0
2656,P62304:P83369,0.237862080508928,0.1984126984126983,0.5500000000000002,0.6875,60.92,0.0,60.92,0.9127,0.0,1.5978,0.0,2.1077,187.248849314273,1
2657,O95863:Q14974,0.2712376284242659,0.0993570155334861,0.5957528957528958,0.8694235588972431,0.54,0.0,0.54,2.409,0.6153,2.013,0.0,1.1757,1.89433929457399,1
2658,O15226:Q15118,0.3987559695837164,0.1088053403179453,0.215625,0.6334325396825397,0.94,0.0,0.94,0.0,0.0,2.416,0.0,2.1077,4.786671008,0
2660,Q8TAM6:Q9BYP9,-0.0328758088212087,0.0,0.3214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.0,2.013,0
2661,P02753:Q96JM7,-0.1482750533769059,0.1214285714285714,0.3125,0.9746543778801844,0.63,0.0,0.63,0.5125,0.0,2.416,0.0,1.1757,0.9171235962,0
2662,P01619:Q96G25,0.0725636127746021,0.0834199134199134,0.2625,0.3922222222222222,0.68,0.0,0.68,0.5125,0.0,0.993,0.0,0.4364,0.1510208022,0
2663,A6NNE9:Q8IWT0,0.12637364881784,0.0833333333333333,0.15,0.1726190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6915,0.6915,0
2664,Q53GS7:Q6UX34,-0.2176466421903887,0.1,0.5416666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,1.1757,1.40296281,0
2665,P46527:Q86WS3,-0.0254323818851243,0.1666666666666666,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.6688,1.3462944,0
2666,P40967:Q96A99,0.0503319972147742,0.0,0.3333333333333333,0.2,0.68,0.0,0.68,0.0,0.0,2.416,0.0,1.1757,1.931534016,0
2668,P28340:Q14914,-0.0571853190606389,0.0878787878787878,0.3333333333333333,0.2867063492063492,0.17,0.0,0.17,0.0,0.0,1.1933,0.0,0.8888,0.1803028568,0
2672,O95149:P21730,-0.1259488364061495,0.1119333657795196,0.7629629629629631,0.1564625850340135,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.6688,1.3462944,0
2674,Q8N8X9:Q9NR28,-0.0071469158727896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.416,0.0,0.7962,1.9236192,0
2675,O43521:Q9H0C1,0.075027551390555,0.1079545454545454,0.1666666666666666,0.9902439024390244,0.61,0.0,0.61,0.0,0.0,1.5978,0.0,0.8888,0.8662760304,0
2676,O75394:Q9NZE8,0.2095507123172239,1.0,0.5534090909090909,0.625,52.16,0.0,52.16,0.0,0.0,0.9878,0.0,18.4426,950.2300306048,1
2680,Q92917:Q9UQ16,0.2298187161051962,0.0709407876074542,0.3,0.3517887205387204,0.94,13.23,13.23,1.7951,0.0,2.013,0.0,0.7962,38.0640012752538,0
2681,P68431:Q8IXL7,-0.0427735520701594,0.2083333333333333,0.35,0.8803986710963457,0.54,0.0,0.54,0.0,0.6153,0.993,0.0,0.8888,0.2932472643408,0
2686,A0A5B9:P01909,0.4579803402655554,0.4975108225108225,0.532780612244898,0.0,0.84,0.0,0.84,0.9127,0.0,1.5978,0.0,0.0,1.2249821304,0
2688,C9JJH3:P35249,0.0,0.124774531024531,0.4767605633802818,0.119812925170068,0.19,0.0,0.19,0.0,0.0,2.013,0.0,0.4364,0.166909908,0
2689,P08579:Q9H5V9,0.7971569348812971,0.0992063492063492,0.5990196078431372,0.75,0.23,0.0,0.23,0.9127,0.0,0.0,0.0,9.4687,1.9876789727,0
2692,Q8IV38:Q99584,0.3764981271813766,0.0,0.2551282051282051,0.5515873015873016,0.24,0.0,0.24,0.0,0.0,2.013,0.0,1.5818,0.764199216,0
2697,P20132:Q15382,-0.2337739973990913,0.0970218934504648,0.2173881673881673,0.5303854875283448,0.22,0.0,0.22,0.0,0.6153,0.0,0.0,1.5818,0.2141219388,0
2698,P08908:Q96N19,0.1238367228882798,0.1455555555555555,0.1666666666666666,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,5.6875,1.080625,0
2699,O75506:P15813,-0.0929498381882727,0.1153634244543335,0.3065934065934066,0.5277777777777778,0.0,3.51,3.51,0.0,0.0,1.1933,0.0,1.5818,6.6253424094,0
2700,P55036:Q5VXH4,0.3701516005263083,0.3374507697815968,0.25,0.3333333333333333,0.15,0.0,0.15,0.0,0.0,0.0,0.0,1.1757,0.176355,0
2703,P51798:Q16655,0.1229050457388144,0.0,0.3477777777777778,1.0,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,2.1077,2.51511841,0
2704,O14964:Q99816,0.8996554934995887,0.1567959001782531,0.2744840576090576,0.9574074074074074,1.05,71.02,71.02,0.9127,30.1977,2.416,5.86,2.7714,76802.6744379147,1
2707,P62807:Q92966,0.2803015255912552,0.0695238095238095,0.8294117647058823,0.8090811965811966,0.68,0.0,0.68,0.0,0.0,0.0,0.0,1.1757,0.799476,0
2708,P50552:Q15942,0.7285243896241572,0.1108974358974359,0.4404779083350512,0.953030303030303,16.01,41.2374,41.2374,2.409,0.6153,2.416,0.17,18.4426,463.00212982619,1
2709,O14901:P01859,0.0182490329133626,0.1208333333333333,0.4770833333333333,0.6666666666666666,2.31,0.0,2.31,0.0,0.0,2.013,0.0,0.4364,2.029273092,0
2710,O43525:Q13427,-0.3264034535175292,0.1547619047619047,0.4472222222222222,0.7766666666666667,0.19,0.0,0.19,0.0,0.6153,2.416,0.0,1.5818,0.4467751581216,0
2712,O75586:Q9NQ39,0.5455587095119562,0.0,0.1666666666666666,0.3333333333333333,0.23,0.0,0.23,0.0,0.0,2.416,0.0,0.0,0.55568,0
2713,O75380:Q6BEB4,-0.0225873574670044,0.0914869281045751,0.35,0.1933333333333333,0.28,0.0,0.28,0.0,0.0,1.5978,0.0,1.1757,0.5259893688,0
2717,Q13503:Q9BTT4,0.6907780739574637,0.4323809523809523,0.6333333333333333,0.8632478632478632,3.77,3.52956,3.77,3.7695,15.4815,2.416,2.07,5.6875,6257.87407916506,1
2718,O15212:P61758,0.6098801772155863,0.5533333333333333,0.4702380952380952,0.9766666666666666,10.86,3.51,10.86,2.3588,9.7902,2.013,10.8,9.4687,51626.2280538488,1
2719,P45379:Q8N2H4,-0.2346235464795096,0.0914141414141414,0.3375,1.0,0.62,0.0,0.62,0.0,0.0,2.013,0.0,1.5818,1.974181308,0
2723,Q93009:Q9NY64,0.4388625287310975,0.1378472222222222,0.2592261904761904,0.1435185185185185,0.0,0.0,0.0,0.0,0.0,2.416,0.0,1.5818,3.8216288,0
2726,P19429:Q969Q1,0.1526353126459118,0.1290941411529646,0.4095238095238095,0.7760770975056689,0.62,0.0,0.62,1.7951,0.6153,2.416,0.89,3.9008,5.74391324840106,1
2728,Q96DZ9:Q9Y5P6,-0.33454896488277,0.0949134199134199,0.4107142857142857,0.7133333333333333,0.0,0.0,0.0,0.0,0.0,0.9878,0.0,1.1757,1.16135646,0
2730,Q8IVW1:Q9Y3B4,0.6250630598122232,0.0996289424860853,0.3480725623582767,0.1234567901234568,0.41,0.0,0.41,0.5125,0.6153,2.013,0.0,1.5818,0.411680207371702,0
2731,Q9BTT4:Q9NX70,0.4944973179304899,0.5125,0.5380952380952382,0.981818181818182,0.94,0.0,0.94,3.7695,3.1392,2.013,0.4,5.6875,50.9396272657272,1
2732,O94906:P12018,0.0053438441463931,0.2,0.3166666666666666,0.0,1.05,0.0,1.05,0.0,0.0,0.993,0.0,1.1757,1.225843605,0
2733,Q17RP2:Q9UL15,0.6664273408184765,0.0,0.4007326007326007,0.2324675324675325,0.87,3.66,3.66,0.0,0.0,2.013,0.0,1.1757,8.662063806,0
2734,P09038:P21266,0.1218946020829526,0.1919642857142857,0.4809523809523809,0.8015873015873015,0.15,0.0,0.15,0.0,0.0,2.416,10.8,1.5818,6.191038656,0
2735,Q6UE05:Q8TAG5,-0.0322713869199905,0.0,0.5666666666666667,0.0,0.22,0.0,0.22,0.0,0.0,1.5978,0.0,2.7714,0.9741914424,0
2736,O00180:Q92979,-0.13124036026782,0.1131673881673881,0.3653846153846153,0.4635802469135802,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,1.1757,1.87853346,0
2737,P28067:Q92570,0.063162771713423,0.1315921115921116,0.4523809523809524,0.7958520515124291,0.22,3.84,3.84,0.0,0.0,2.013,0.0,1.1757,9.088066944,0
2739,Q9H330:Q9NVU0,0.6695510509414816,0.0,0.3769230769230768,0.0,0.0,0.0,0.0,0.0,0.0,2.416,0.0,2.7714,6.6957024,0
2741,O15255:Q9Y478,-0.2706003964352571,0.2658730158730158,0.412121212121212,0.9770114942528736,0.0,3.66,3.66,0.0,0.0,0.9594,0.0,0.0,3.511404,0
2742,Q16515:Q8IX90,-0.1153296283519869,0.1798590298590298,0.1967418546365914,0.9333333333333332,0.54,0.0,0.54,0.0,0.0,2.013,0.0,0.7962,0.865485324,0
2746,P06899:P48431,-0.169450483035513,0.1302948862731471,0.7730392156862745,0.5594920634920634,52.16,0.0,52.16,3.8142,0.0,2.013,5.86,2.1077,4946.4227503749,1
2749,Q8NEY4:Q92759,0.0398876645881136,0.0757783882783882,0.4667953667953667,0.8041666666666666,1.02,0.0,1.02,1.0145,0.0,0.0,0.0,1.1757,1.216602603,0
2750,P62308:Q96N28,0.0292204657973032,0.1111111111111111,0.3055555555555556,0.4285714285714285,0.94,0.0,0.94,0.0,0.0,1.5978,0.0,1.1757,1.7658214524,0
2751,O14786:Q99259,-0.2955616618469794,0.1156187562437562,0.2926739926739927,0.8394557823129251,0.0,0.0,0.0,0.0,0.0,2.416,0.0,1.1757,2.8404912,0
2752,Q96A65:Q9NV70,0.8000730848460347,0.2964957264957265,0.5916666666666667,0.9693877551020408,0.0,3.51,3.51,0.0,0.0,2.416,10.8,5.6875,520.893828,1
2753,P07510:P60369,-0.0185069894189138,0.0,0.2291666666666666,0.0,0.0,2.59,2.59,0.0,0.0,1.5978,0.0,3.9008,16.1426884416,1
2755,P04637:P53803,0.4020632469331391,0.3881578947368421,0.9297520661157024,0.2821428571428572,0.34,0.0,0.34,0.0,0.0,0.993,0.0,1.5818,0.534047316,1
2756,Q96G25:Q9NX47,0.7241398339851355,0.4154058257918552,0.2720238095238095,0.8994047619047618,0.15,0.0,0.15,0.5125,0.0,0.0,0.0,5.6875,0.4372265625,0
2757,P62753:P83731,0.9396785747734008,0.6277777777777777,0.6696649029982362,0.5892857142857143,0.22,0.0,0.22,3.5815,15.4815,1.5978,181.01,38.174,134676.967160617,1
2758,Q8N0Z3:Q8TF44,-0.2716626228109297,0.0,0.5,0.0,0.17,0.0,0.17,0.0,0.0,2.416,0.0,1.1757,0.482883504,0
2760,O60676:O95198,-0.0985689284192783,0.0,0.4513888888888888,0.1228395061728394,1.22,0.0,1.22,0.9127,0.0,1.5978,0.0,0.7749,1.37865613865868,0
2763,P08579:Q8WUA2,0.8016251707516853,0.0555555555555555,0.7833333333333333,0.4583333333333333,52.16,0.0,52.16,0.0,0.6153,2.013,0.31,18.4426,369.361915269044,0
2764,P49789:P51665,-0.1502249863755569,0.0909090909090909,0.8254920634920635,0.8675213675213675,0.15,0.0,0.15,0.0,0.0,1.1933,0.0,3.9008,0.698223696,0
2765,P25788:Q9NWY4,0.4079790780238529,0.0876567876567876,0.5428571428571429,0.4743589743589744,0.62,0.0,0.62,0.0,0.0,1.5978,0.0,45.2798,44.8557999528,0
2772,O60704:Q9GZQ3,-0.2366066604411368,0.0,0.3,0.5,0.41,0.0,0.41,0.0,0.0,2.013,0.0,1.5818,1.305506994,0
2773,Q8NB12:Q9Y2X0,-0.2371994639374674,0.2947733918128655,0.3466666666666666,0.7666666666666666,0.41,0.0,0.41,0.0,0.0,2.416,0.0,2.1077,2.087803312,0
2774,Q13077:Q9UC06,0.3683680322371022,0.25,0.4555555555555555,0.38125,0.24,0.0,0.24,0.0,0.6153,2.013,0.0,1.5818,0.4702117776048,0
2775,Q8NBH2:Q9NPD3,0.008433822284927,0.1475716991341991,0.3588789682539682,0.1958791208791208,0.83,0.0,0.83,0.0,0.0,1.5978,0.0,1.5818,2.0977420332,0
2776,P06396:P62495,0.4977741278274036,0.2454656862745097,0.6129629629629629,0.6124574829931974,2.13,0.0,2.13,0.0,0.0,1.1933,69.61,2.1077,372.914846067813,0
2777,O15144:O15511,0.8796853786019057,0.4139610389610389,0.6681818181818182,0.5277777777777778,8.53,0.0,8.53,0.5125,15.4815,2.013,69.61,45.2798,429413.651084064,1
2778,P04844:Q9H0U3,0.8150938427989035,0.5437964812964813,0.5794871794871796,0.125,0.17,0.0,0.17,0.0,0.0,2.416,181.01,18.4426,1371.10453307872,1
2780,P21453:Q86VG3,0.0480575619185001,0.1964285714285714,0.3333333333333333,0.6666666666666667,0.22,0.0,0.22,0.0,0.0,2.013,0.0,1.1757,0.520670502,0
2781,O15372:P19622,-0.0285408607879404,0.1414835164835164,0.38,0.1696428571428571,0.22,0.0,0.22,0.0,0.0,2.013,0.0,1.1757,0.520670502,0
2782,Q13617:Q9H173,0.4858003809214683,0.1303030303030302,0.2599999999999999,0.8545454545454544,0.0,3.51,3.51,0.0,0.0,2.013,0.0,1.5818,11.176413534,0
2784,P01597:Q6NUK4,-0.1299824916097038,0.1572420634920635,0.2194444444444444,0.425,0.15,0.0,0.15,0.0,0.0,1.1933,0.0,0.4364,0.078113418,0
2785,P56181:Q9UI09,0.7053007546056657,0.2504088504088503,0.40625,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,10.8,3.9008,42.12864,1
2788,P49736:Q9NVP2,0.863029691723285,0.3098484848484848,0.5523809523809524,0.8857142857142856,0.54,0.0,0.54,0.0,158.1204,2.013,24.11,38.174,158194.113308518,1
2789,Q15019:Q9H7P6,0.2628241285257687,0.1756591892955529,0.2188095238095238,0.8333333333333334,0.15,2.59,2.59,0.0,0.0,2.013,0.0,1.1757,6.129711819,0
2790,P02545:P19622,-0.1598171343202844,0.1987253487253487,0.4800000000000001,0.1857142857142857,1.22,0.0,1.22,0.0,0.0,2.013,2.07,2.1077,10.71476737254,0
2791,Q9BVC5:Q9UNA4,0.736709283232252,0.1423611111111111,0.8333333333333334,0.8404761904761904,0.41,0.0,0.41,0.0,0.0,2.416,0.0,5.6875,5.63381,0
2792,O75787:Q14CZ8,0.0065203734841966,0.1634920634920635,0.4333333333333334,0.0,0.68,2.59,2.59,0.0,0.0,2.416,0.0,1.1757,7.356872208,0
2793,Q16552:Q96PD4,0.1108874109460776,0.3110463066345419,0.8333333333333334,0.7592592592592592,60.92,0.0,60.92,0.5125,0.6153,0.0,10.8,9.4687,1964.51247878134,1
2794,P29372:Q9BPX1,0.1728023968361285,0.125,1.0,0.9547413793103448,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,2.1077,3.36768306,1
2795,P59190:Q00403,-0.2113371085202027,0.0864232989232989,0.3890873015873015,0.7200486096712511,0.54,0.0,0.54,0.0,0.6153,2.013,0.0,1.1757,0.7863591924342,0
2796,P01861:Q9NR63,-0.0851852921841174,0.1238397158397158,0.3333333333333333,0.2032467532467532,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.0,2.013,0
2797,Q7L5N1:Q9H9Q2,0.7112893918529863,0.3765182186234817,0.6285714285714283,1.0,18.4,0.0,18.4,0.5125,43.6808,2.416,0.0,9.4687,9423.00807519476,1
2799,Q8N4H5:Q9NY26,0.5935189250394017,0.0830840455840455,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,2.1077,3.36768306,0
2800,P27930:Q96A72,-0.1773383100511329,0.1082846003898635,0.3809523809523809,0.9910714285714286,0.19,0.0,0.19,0.0,0.0,0.993,0.0,1.1757,0.221819319,0
2806,P29373:P30281,-0.0678326033757587,0.2373931623931623,0.7061111111111111,0.9462759462759462,0.17,3.02953,3.02953,0.0,0.0,2.416,0.4,1.1757,3.4421413220544,1
2807,P0CG48:P62195,0.5972360274463733,0.227328431372549,0.8179197994987469,0.9313822751322752,3.82,0.0,3.82,0.0,9.7902,1.1933,0.0,0.0,44.6277064212,1
2811,P28300:Q9UBX5,0.4487416239122817,0.4819212533498248,0.5548469387755102,0.8091954022988506,0.41,0.0,0.41,0.0,0.6153,0.0,0.0,18.4426,4.6525700298,1
2812,P47881:Q3ZCQ2,0.0803055963237259,0.0,0.0,0.3333333333333333,0.15,0.0,0.15,0.0,0.0,0.993,0.0,1.1757,0.175120515,0
2816,O60637:Q13564,0.2468777442811671,0.0,0.3833333333333333,0.0,0.41,0.0,0.41,0.0,0.0,1.1933,0.0,3.9008,1.9084781024,0
2819,P55087:P62249,-0.4739732705249746,0.1255140692640692,0.4109022556390976,0.5625,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,1.1757,1.40296281,0
2820,O75593:P0CG20,0.1267612548143123,0.0,0.0,1.0,0.19,0.0,0.19,0.0,0.0,2.416,0.0,9.4687,4.346512048,0
2822,Q86XF0:Q99684,-0.077730294648517,0.0848710317460317,0.3,0.180026455026455,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.7962,1.6027506,0
2825,Q13547:Q9Y5G6,0.2402897980118019,0.2194444444444444,0.3333333333333333,1.0,0.41,0.0,0.41,0.0,0.6153,1.1933,0.0,0.4364,0.13137270866076,0
2826,O15234:Q96A72,0.614773138719297,0.2746867167919799,0.6587301587301588,0.9910714285714286,0.17,0.0,0.17,0.5125,0.0,1.5978,24.11,2.7714,9.30168506042955,1
2827,P62072:Q8WW12,0.3718525361625722,0.0666666666666666,0.275,1.0,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,2.1077,3.36768306,0
2828,P14867:P18507,0.9577624510555958,0.3366213151927438,0.3801587301587301,0.3540719696969697,869.75,3.51,869.75,0.5125,13.3811,2.416,105.17,45.2798,68623588.9043671,1
2829,P62306:Q16637,0.7251307129934143,0.5954045954045954,0.498015873015873,0.9951923076923076,8.98,0.0,8.98,3.124,0.6153,1.1933,69.61,1.5818,2268.02126687589,1
2830,P62913:Q6NT89,0.1390797205001327,0.1547619047619047,0.2444444444444444,0.5,0.17,0.0,0.17,0.0,0.0,0.9594,0.0,1.1757,0.1917543186,0
2831,Q9NR28:Q9NX62,0.1677320229467888,0.130050505050505,0.4277777777777778,0.1316666666666666,0.0,0.0,0.0,0.0,0.0,2.013,0.0,3.9008,7.8523104,0
2832,Q13868:Q9H1A3,0.2576916239868794,0.3333333333333333,0.5,0.375,0.41,0.0,0.41,0.0,0.0,2.013,0.0,3.9008,3.219447264,0
2833,P10244:P26447,-0.0385256220897236,0.1228354978354978,0.4297619047619048,0.8854166666666667,0.58,3.84,3.84,0.0,0.0,2.416,0.0,0.7126,6.611103744,0
2834,Q9NZ63:Q9P013,0.586066543929565,1.0,0.5037202380952381,0.7857142857142857,0.41,0.0,0.41,0.5125,0.0,0.0,0.0,9.4687,1.9896105875,0
2835,Q5T653:Q8NAX2,0.032368733452847,0.0983784733784733,0.4444444444444444,0.25,0.19,0.0,0.19,0.0,0.0,1.5978,0.0,2.1077,0.6398597814,0
2836,P42285:Q99547,0.5721983927091159,1.0,0.5246913580246914,0.9375,0.28,0.0,0.28,0.0,0.0,2.013,0.17,9.4687,0.90727947156,1
2838,Q8IX15:Q92624,0.562416871825569,0.0576293675364882,0.3208333333333333,0.9827380952380952,0.54,0.0,0.54,0.0,0.0,2.416,0.0,2.1077,2.749789728,0
2839,P33991:Q9H341,0.1012520544279367,0.1053030303030303,1.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,0.0,1.1933,0
2841,Q96DU9:Q96MU8,0.2149852644109437,0.0,0.3888888888888888,0.8666666666666667,3.17,0.0,3.17,0.0,0.0,2.416,0.0,1.1757,9.004357104,0
2844,O60936:Q9HCI6,0.0962172749001275,0.125,0.0,0.1111111111111111,0.17,0.0,0.17,0.0,0.0,1.1933,0.0,0.5954,0.1207834394,0
2845,Q9H9A6:Q9Y2Q5,0.3737731499774757,0.1714285714285714,0.228900709219858,0.9435626102292768,0.15,0.0,0.15,0.0,0.0,2.013,0.0,1.5818,0.47762451,0
2848,P13674:Q6IAA8,0.3630058619585032,0.0965433312207506,0.2461904761904761,0.8364810330912027,0.24,0.0,0.24,0.0,0.0,2.416,0.0,2.1077,1.222128768,0
2849,O14508:Q9BWE0,0.1192921546013999,0.1216931216931216,0.4916666666666667,0.3361111111111111,0.94,0.0,0.94,0.0,0.0,2.013,0.0,2.1077,3.988232094,0
2851,P08476:Q5BKZ1,0.0993458903950848,0.2744444444444444,0.325,0.7076923076923076,0.17,0.0,0.17,0.0,0.0,2.416,0.0,1.1757,0.482883504,0
2853,Q8IV50:Q8TBB1,0.0604376298581551,0.0,0.0,0.995570264765784,2.49,9.47493,9.47493,3.124,0.0,2.416,0.89,1.1757,74.8290945379153,0
2854,A8MV65:Q15762,-0.0592038342443062,0.0916600650811176,0.1682539682539682,0.8525641025641024,0.63,0.0,0.63,0.0,0.0,2.416,0.0,0.8888,1.352824704,0
2855,O95863:Q9NTQ9,-0.0543817889767132,0.1446428571428571,0.3944444444444444,0.8409090909090909,0.64,0.0,0.64,0.0,0.0,2.416,0.0,2.7714,4.285249536,0
2857,P48382:Q13077,0.8500930576169354,0.1101370851370851,0.4333333333333334,0.9852931648850016,0.22,7.37,7.37,0.0,0.6153,2.416,0.0,3.9008,42.7370968324608,0
2859,Q15788:Q96NB3,0.4673816252216924,0.1442442478156764,0.8606060606060605,0.8984126984126983,0.45,0.0,0.45,0.0,0.0,2.013,0.0,2.1077,1.909260045,0
2861,P46778:Q9H6Y2,0.7746218377200782,0.1428571428571428,0.4333333333333333,0.0,3.02,0.0,3.02,0.0,0.6153,0.0,0.0,1.5818,2.9393102508,0
2862,P31153:P58005,0.149360310328794,0.1689818728280266,0.2733333333333333,0.5916666666666667,0.15,0.0,0.15,0.0,0.0,2.416,0.0,1.1757,0.42607368,0
2863,Q15648:Q86WV5,0.3185097576004891,0.1160714285714285,0.5920634920634922,0.8900000000000001,0.15,0.0,0.15,0.0,0.0,2.416,0.0,1.5818,0.57324432,0
